name,estimate,s.e.,t_stat,p_val
(Intercept),-0.5707681251482901,0.20993248079081436,-2.718817607443165,0.006551572361207292
PR_minus_0,1.5112982819653669,0.15475443976039252,9.76578303217227,0.0
PC_minus_0,0.24036515737150166,0.1121509600307109,2.1432287098182767,0.032094738025501
is_partner_high_expTRUE,0.11167150448337067,0.11446839616817527,0.9755662542812652,0.3292794541696198
PR_minus_0:is_partner_high_expTRUE,-0.46899344649423996,0.14402660384676874,-3.256297336519901,0.0011287547900060702
PC_minus_0:is_partner_high_expTRUE,-0.43924268814666495,0.11935881928050773,-3.6800187099236568,0.00023321684156929479
