,Mean,MCSE,StdDev,MAD,5%,50%,95%,ESS_bulk,ESS_tail,R_hat
"log_lik[5,1,14]",-0.0778905,0.00105841,0.0581834,0.0472395,-0.191338,-0.0632373,-0.0130066,3168.1,2966.81,1.00105
"log_lik[5,1,15]",-1.25448,0.00354421,0.215214,0.203998,-1.64696,-1.23002,-0.946739,3702.91,3071.41,0.999979
"log_lik[5,1,16]",-0.115298,0.00116405,0.0635705,0.058381,-0.235114,-0.103519,-0.0328056,3025.27,2979.13,1.0011
"log_lik[5,1,17]",-0.0401637,0.000602027,0.0324403,0.0245268,-0.1054,-0.0313492,-0.0060901,3150.65,3163.9,1.00113
"log_lik[5,1,18]",-0.215761,0.00110963,0.0666655,0.0655984,-0.332618,-0.210182,-0.114998,3808.51,3392.44,1.00126
"log_lik[5,1,19]",-0.0660393,0.000788551,0.0407262,0.036387,-0.144519,-0.0578598,-0.0156696,2624.37,3102.56,1.00187
"log_lik[5,1,20]",-0.0237153,0.000399598,0.0207036,0.0149402,-0.0640626,-0.0176893,-0.00291531,2729.15,3033.45,1.00179
"log_lik[5,1,21]",-0.00965139,0.000203434,0.0106454,0.00601239,-0.0305076,-0.0061359,-0.000699361,3047.76,3073.27,1.00167
"log_lik[5,1,22]",-0.00437204,0.000109208,0.00576602,0.00257664,-0.0149921,-0.0023726,-0.00019364,3400.3,3329.24,1.00228
"log_lik[5,1,23]",-0.0286769,0.000381036,0.0215166,0.0168199,-0.0704198,-0.0233734,-0.00547937,4206.49,3566.78,1.00309
"log_lik[5,1,24]",-0.0103974,0.000188008,0.010345,0.0065732,-0.031117,-0.00714075,-0.00101077,3730.83,3385.92,1.00242
"log_lik[5,1,25]",-0.00447003,0.000102533,0.00552435,0.00273288,-0.0151147,-0.00256697,-0.000234743,3540.75,3048.57,1.00223
"log_lik[5,1,26]",-0.0303711,0.000366219,0.0230992,0.0180165,-0.0766904,-0.0249151,-0.00571128,4735.0,3498.94,1.00304
"log_lik[5,1,27]",-0.178898,0.00149205,0.0993676,0.0904342,-0.366225,-0.161509,-0.0520101,4755.4,3783.1,1.0012
"log_lik[5,1,28]",-0.0483822,0.000608737,0.0374013,0.0286838,-0.121877,-0.0389338,-0.00888885,4562.06,3447.42,1.00231
"log_lik[5,1,29]",-0.0146251,0.00027243,0.0148526,0.00955474,-0.0437276,-0.0100726,-0.00107,2668.39,2742.36,1.00261
"log_lik[5,1,30]",-0.00524979,0.000130548,0.00677232,0.00323464,-0.0184314,-0.00289372,-0.000154217,2309.96,2731.39,1.00261
"log_lik[5,2,1]",-0.344667,0.00209363,0.106335,0.109655,-0.524618,-0.342341,-0.17375,2563.28,3002.98,1.00162
"log_lik[5,2,2]",-0.107797,0.00117656,0.0638398,0.0584124,-0.231698,-0.095219,-0.0272576,3106.96,3239.76,1.00158
"log_lik[5,2,3]",-0.0376649,0.000592602,0.0322155,0.023554,-0.100906,-0.0284259,-0.00515455,3784.33,3086.0,1.00232
"log_lik[5,2,4]",-0.20385,0.00193047,0.0956188,0.0808958,-0.36853,-0.189342,-0.0838602,3020.81,2239.08,1.0014
"log_lik[5,2,5]",-0.0596654,0.000709865,0.0398173,0.0341881,-0.136341,-0.0505536,-0.0131267,4068.86,3551.03,1.00301
"log_lik[5,2,6]",-0.0211565,0.000365696,0.0198259,0.0133978,-0.0590098,-0.0151632,-0.00238946,3933.33,3485.93,1.0033
"log_lik[5,2,7]",-0.124477,0.0014294,0.0715573,0.059564,-0.25657,-0.111043,-0.0384334,3002.36,2467.54,1.0013
"log_lik[5,2,8]",-0.0363762,0.000486049,0.0277581,0.0220559,-0.0911372,-0.029108,-0.00622351,4349.86,3589.3,1.00341
"log_lik[5,2,9]",-0.0132376,0.000249427,0.0135911,0.0084734,-0.0403524,-0.00884496,-0.0011758,3904.71,3450.86,1.00359
"log_lik[5,2,10]",-0.0821232,0.000965163,0.0542863,0.0451005,-0.186006,-0.0708513,-0.0199008,3816.44,3730.94,1.00181
"log_lik[5,2,11]",-0.0246149,0.000374257,0.0214177,0.0156948,-0.0668668,-0.0186231,-0.00315198,4104.79,3487.35,1.00295
"log_lik[5,2,12]",-0.00918382,0.000189962,0.010334,0.00581201,-0.0293938,-0.00574944,-0.000589912,3588.21,3229.48,1.0025
"log_lik[5,2,13]",-0.0592224,0.000737816,0.045492,0.0354771,-0.147045,-0.0481609,-0.011069,4783.45,3510.23,1.0024
"log_lik[5,2,14]",-2.43657,0.0110533,0.650404,0.621632,-3.56253,-2.37744,-1.4896,3521.16,3586.04,1.00209
"log_lik[5,2,15]",-3.51748,0.0108501,0.755341,0.731923,-4.84436,-3.44242,-2.40161,4911.39,3188.96,1.00198
"log_lik[5,2,16]",-1.72157,0.0096347,0.60932,0.588926,-2.7891,-1.68012,-0.803883,3931.16,3502.69,1.00045
"log_lik[5,2,17]",-0.0933229,0.00119089,0.0683596,0.0557458,-0.226927,-0.0775265,-0.0176578,3484.13,3553.15,1.00269
"log_lik[5,2,18]",-0.251633,0.00243471,0.152067,0.13163,-0.540397,-0.220779,-0.0691746,4135.27,3759.33,1.00193
"log_lik[5,2,19]",-0.0973624,0.00107096,0.0664587,0.0555062,-0.224641,-0.0822918,-0.021243,4488.26,3414.94,1.00226
"log_lik[5,2,20]",-0.0605432,0.000716326,0.0442937,0.0355244,-0.145222,-0.0503178,-0.0123675,4471.65,3517.55,1.0023
"log_lik[5,2,21]",-0.243127,0.00299081,0.15096,0.127258,-0.523817,-0.211738,-0.0674223,2776.1,3131.96,1.00121
"log_lik[5,2,22]",-0.0685563,0.000724303,0.0456558,0.039528,-0.155743,-0.0589879,-0.0153621,4740.01,3423.74,1.00189
"log_lik[5,2,23]",-0.0225224,0.000316515,0.0191345,0.0140701,-0.0608669,-0.0173468,-0.00319937,4504.63,3031.16,1.00409
"log_lik[5,2,24]",-0.157129,0.00182959,0.109464,0.0880123,-0.361225,-0.132483,-0.0354057,4190.29,3483.42,1.00079
"log_lik[5,2,25]",-0.462434,0.0041668,0.264206,0.234756,-0.97229,-0.410173,-0.132112,4182.76,3410.47,1.00097
"log_lik[5,2,26]",-0.5167,0.00540264,0.322799,0.274044,-1.13732,-0.441781,-0.133394,3897.54,2811.55,1.00047
"log_lik[5,2,27]",-0.215821,0.00312684,0.179365,0.130879,-0.564078,-0.166782,-0.036403,3740.56,3065.61,1.00013
"log_lik[5,2,28]",-0.589791,0.00516568,0.242611,0.243192,-1.0203,-0.573205,-0.214624,2180.0,2544.17,1.00081
"log_lik[5,2,29]",-1.37734,0.00782606,0.476745,0.464699,-2.22085,-1.33591,-0.677242,3736.02,3190.16,0.999911
"log_lik[5,2,30]",-2.3429,0.0117478,0.714912,0.693405,-3.61803,-2.28,-1.29152,3703.61,3259.95,0.999946
"log_lik[5,3,1]",-0.210859,0.00190745,0.114013,0.122741,-0.41617,-0.200468,-0.0480865,3620.95,3647.22,1.00078
"log_lik[5,3,2]",-0.051009,0.000797554,0.048764,0.0378525,-0.150532,-0.0369855,-0.003135,4209.45,3232.17,1.00112
"log_lik[5,3,3]",-0.0328493,0.00058735,0.0349904,0.0234957,-0.10221,-0.0220713,-0.00159149,4203.02,3216.64,1.00066
"log_lik[5,3,4]",-0.0302631,0.000507663,0.0306057,0.0218518,-0.0912909,-0.0212758,-0.00179897,4243.95,3190.2,1.00103
"log_lik[5,3,5]",-0.188737,0.00164629,0.0898287,0.0937774,-0.343224,-0.186373,-0.0460463,3063.86,2879.31,0.999783
"log_lik[5,3,6]",-0.41476,0.0027116,0.16037,0.152404,-0.662334,-0.412531,-0.159332,3425.62,3241.47,0.999571
"log_lik[5,3,7]",-0.09982,0.00149237,0.0907072,0.0675418,-0.272334,-0.0752622,-0.0091111,4019.77,3456.89,1.00005
"log_lik[5,3,8]",-0.0189726,0.000440688,0.0259143,0.0121991,-0.0691097,-0.00997528,-0.00038841,4129.56,3219.81,1.00055
"log_lik[5,3,9]",-0.00537042,0.000169656,0.00963342,0.00261891,-0.0231051,-0.00192125,-3.19934e-05,4189.43,3189.87,1.00117
"log_lik[5,3,10]",-0.00235928,0.000107961,0.00588864,0.000683976,-0.0108428,-0.000472974,-2.37412e-06,4178.55,3055.44,1.00003
"log_lik[5,3,11]",-0.000697643,4.02133e-05,0.00218041,0.00012787,-0.00322626,-8.72076e-05,-1.77873e-07,4236.0,3164.27,1.00104
"log_lik[5,3,12]",-0.00318078,0.000117956,0.00659555,0.00132195,-0.0136802,-0.00094904,-1.03756e-05,4176.51,3169.12,1.00042
"log_lik[5,3,13]",-0.0128198,0.000298346,0.0175076,0.00828887,-0.0463775,-0.00681781,-0.000281963,4156.54,3166.8,1.00044
"log_lik[5,3,14]",-0.0249879,0.000959778,0.0568857,0.011031,-0.0942067,-0.00882901,-0.000319247,3715.94,3415.76,1.00026
"log_lik[5,3,15]",-0.0626039,0.00104666,0.0622042,0.0410718,-0.175813,-0.0457211,-0.00558567,3826.45,3308.8,0.999844
"log_lik[5,3,16]",-0.480457,0.00373741,0.249899,0.194161,-0.939827,-0.432878,-0.180638,4340.87,3565.62,1.00047
"log_lik[5,3,17]",-1.63237,0.0110446,0.624461,0.508139,-2.82796,-1.49338,-0.929302,3469.07,3580.24,1.00018
"log_lik[5,3,18]",-0.470219,0.00320375,0.212517,0.181502,-0.855275,-0.438025,-0.192018,4177.38,3263.3,1.00076
"log_lik[5,3,19]",-0.0680988,0.000922969,0.0558655,0.045206,-0.179018,-0.0542216,-0.00798538,3998.46,3367.28,1.00008
"log_lik[5,3,20]",-0.278473,0.00209288,0.124121,0.103209,-0.495764,-0.262857,-0.113461,3855.19,3721.88,0.999957
"log_lik[5,3,21]",-0.287376,0.00269483,0.160345,0.15456,-0.567022,-0.264239,-0.0736467,3787.93,3276.74,1.00045
"log_lik[5,3,22]",-0.483364,0.0027014,0.175264,0.173241,-0.792275,-0.469538,-0.22403,4084.27,3248.6,1.0008
"log_lik[5,3,23]",-0.465596,0.00321991,0.18832,0.185455,-0.786813,-0.457821,-0.162894,3370.1,3074.82,1.0011
"log_lik[5,3,24]",-0.123504,0.00123114,0.0738563,0.0739533,-0.263024,-0.112699,-0.0243159,3801.49,3166.72,0.999516
"log_lik[5,3,25]",-0.0406063,0.000562271,0.0348303,0.0287479,-0.111265,-0.0311592,-0.00357831,4234.35,3411.59,0.999651
"log_lik[5,3,26]",-0.0155863,0.000289566,0.0178496,0.0107714,-0.0517691,-0.00947005,-0.000522998,4301.22,3616.47,1.00007
"log_lik[5,3,27]",-0.0144297,0.000289753,0.0174168,0.0098689,-0.0509795,-0.00833758,-0.000300155,3951.78,3378.3,1.00009
"log_lik[5,3,28]",-0.016264,0.000295865,0.0183208,0.0114335,-0.0544937,-0.0100641,-0.000542594,4266.2,3545.03,1.0002
"log_lik[5,3,29]",-0.0168499,0.00029972,0.018713,0.0119174,-0.0558694,-0.0104367,-0.000591964,4298.08,3368.26,1.00018
"log_lik[5,3,30]",-0.20231,0.00285981,0.188268,0.13777,-0.584018,-0.145162,-0.0164241,4059.83,3335.08,1.00015
"log_lik[5,4,1]",-0.210859,0.00190745,0.114013,0.122741,-0.41617,-0.200468,-0.0480865,3620.95,3647.22,1.00078
"log_lik[5,4,2]",-0.146062,0.0013605,0.086355,0.0860783,-0.309059,-0.133873,-0.0326672,4190.79,3151.41,1.00118
"log_lik[5,4,3]",-0.0303813,0.000550141,0.0327806,0.0217702,-0.0962804,-0.0200728,-0.0014051,4038.75,3260.55,1.00088
"log_lik[5,4,4]",-0.00916806,0.000237413,0.0137376,0.00549407,-0.0357095,-0.00427817,-0.000124616,4246.69,3296.33,1.00114
"log_lik[5,4,5]",-0.0476025,0.000741407,0.0427816,0.033193,-0.130989,-0.0365087,-0.00410687,3927.46,3012.48,1.00062
"log_lik[5,4,6]",-0.0121233,0.000254107,0.0150521,0.0081487,-0.0413261,-0.00688039,-0.000328182,4237.14,3446.05,1.00125
"log_lik[5,4,7]",-0.00468787,0.000127983,0.00748355,0.00258433,-0.0180766,-0.00194965,-4.35583e-05,4290.09,3385.08,1.00083
"log_lik[5,4,8]",-3.52749,0.0175792,1.15718,1.00807,-5.60463,-3.35392,-1.97144,4382.63,3381.58,0.999707
"log_lik[5,4,9]",-0.0112196,0.00028127,0.0161974,0.00677329,-0.0427593,-0.00527556,-0.000151559,4025.35,3490.84,1.0009
"log_lik[5,4,10]",-0.0263575,0.000651985,0.037632,0.016347,-0.101102,-0.01318,-0.00045698,3766.71,3587.45,1.00071
"log_lik[5,4,11]",-0.0117676,0.000283055,0.0170778,0.00690795,-0.0456564,-0.00537245,-0.000156044,4244.21,3484.49,1.00056
"log_lik[5,4,12]",-0.00319992,0.0001032,0.00611579,0.00137271,-0.01355,-0.000982662,-1.19709e-05,4292.26,3618.18,1.00033
"log_lik[5,4,13]",-0.00128194,5.16251e-05,0.0030257,0.000384313,-0.00577404,-0.000266504,-1.52813e-06,4334.66,3474.47,1.00016
"log_lik[5,4,14]",-0.0033374,0.000112285,0.00670585,0.00125821,-0.015312,-0.000884047,-6.92921e-06,4127.68,3524.81,1.00022
"log_lik[5,4,15]",-0.00290255,0.000109408,0.00642583,0.00098381,-0.0136881,-0.000691372,-5.31408e-06,4099.58,3397.11,1.00024
"log_lik[5,4,16]",-0.000869044,3.76854e-05,0.002239,0.000209813,-0.00410642,-0.000144216,-5.47259e-07,4336.17,3501.97,0.999796
"log_lik[5,4,17]",-0.0100665,0.00037289,0.0216064,0.00411656,-0.0436446,-0.00299226,-4.02381e-05,4310.88,3391.13,0.999456
"log_lik[5,4,18]",-0.00331856,0.000121843,0.00732262,0.0010429,-0.0159281,-0.000725434,-3.79526e-06,4066.77,3517.51,1.00011
"log_lik[5,4,19]",-0.000930122,4.14101e-05,0.00249501,0.00019477,-0.00452385,-0.000132985,-3.33302e-07,4357.88,3310.98,0.999774
"log_lik[5,4,20]",-0.000402075,2.11696e-05,0.00127032,5.75255e-05,-0.00192746,-3.90171e-05,-4.67892e-08,4358.16,3721.87,0.999697
"log_lik[5,4,21]",-0.00387952,0.00015466,0.00916493,0.00111335,-0.0182686,-0.000773236,-3.55439e-06,4262.6,3439.37,0.999525
"log_lik[5,4,22]",-0.00285568,0.0001174,0.00698278,0.000728875,-0.0134525,-0.000500885,-1.8474e-06,4197.72,3392.28,0.99962
"log_lik[5,4,23]",-0.0286404,0.00109288,0.0651127,0.00930551,-0.132226,-0.00661071,-6.4808e-05,3562.66,3480.95,0.999802
"log_lik[5,4,24]",-0.00460633,0.000182977,0.0109387,0.00122294,-0.0222239,-0.000845762,-3.92469e-06,4019.31,3616.75,0.999767
"log_lik[5,4,25]",-0.00110023,4.72771e-05,0.00288302,0.000223006,-0.00561771,-0.00015213,-3.73455e-07,4207.58,3332.97,0.999668
"log_lik[5,4,26]",-0.00268961,0.000113517,0.00685769,0.000560348,-0.0140361,-0.000382501,-8.95815e-07,3994.74,3655.57,0.999888
"log_lik[5,4,27]",-0.00141569,6.1957e-05,0.00377142,0.000271757,-0.00724251,-0.000185236,-4.11977e-07,4228.52,3619.51,0.999758
"log_lik[5,4,28]",-0.00113164,4.89808e-05,0.00296977,0.000225725,-0.00580288,-0.000154025,-3.77779e-07,4248.73,3363.58,0.999642
"log_lik[5,4,29]",-0.000899076,6.23028e-05,0.00374326,7.03233e-05,-0.00393112,-4.75762e-05,-3.54899e-08,3831.43,3624.03,1.00042
"log_lik[5,4,30]",-0.00036898,2.01303e-05,0.00121907,4.18233e-05,-0.00187981,-2.83358e-05,-2.65823e-08,4231.61,3616.91,0.999664
"log_lik[6,1,1]",-0.290868,0.00237278,0.143339,0.154597,-0.544065,-0.278791,-0.0756244,3766.95,3165.93,1.0006
"log_lik[6,1,2]",-0.0865797,0.001413,0.0812637,0.0632826,-0.248001,-0.0622343,-0.00481518,3795.51,3198.1,1.0012
"log_lik[6,1,3]",-0.0308463,0.000748435,0.0421376,0.0191879,-0.113256,-0.0152448,-0.000444092,3836.08,3140.86,1.00116
"log_lik[6,1,4]",-0.0127224,0.000407107,0.022914,0.00591146,-0.0526151,-0.00429661,-5.69015e-05,3877.56,3018.54,1.00137
"log_lik[6,1,5]",-0.00589305,0.00023444,0.0132803,0.00198766,-0.0261947,-0.00138902,-9.35666e-06,3923.86,3038.7,1.00143
"log_lik[6,1,6]",-0.00299984,0.000143885,0.00817691,0.000745179,-0.0138138,-0.000512823,-2.00082e-06,3972.54,3047.99,1.00117
"log_lik[6,1,7]",-0.0016526,9.25533e-05,0.00531445,0.000308166,-0.00759816,-0.000210504,-5.46686e-07,4031.07,3181.91,1.00105
"log_lik[6,1,8]",-0.000974276,6.20841e-05,0.00362394,0.000137224,-0.00441037,-9.32549e-05,-1.67723e-07,4092.41,3195.09,1.00101
"log_lik[6,1,9]",-0.000609435,4.33559e-05,0.00257955,6.82492e-05,-0.00270354,-4.62739e-05,-5.87796e-08,4155.39,3363.78,1.00097
"log_lik[6,1,10]",-0.000401737,3.14788e-05,0.00190821,3.60873e-05,-0.00173569,-2.44387e-05,-2.31935e-08,4216.69,3334.02,1.00118
"log_lik[6,1,11]",-0.000277492,2.38549e-05,0.00146102,2.09847e-05,-0.00117517,-1.41933e-05,-1.07411e-08,4280.28,3378.67,1.00105
"log_lik[6,1,12]",-0.000199851,1.87424e-05,0.00115326,1.23072e-05,-0.000843582,-8.31452e-06,-5.21828e-09,4337.26,3419.77,1.00127
"log_lik[6,1,13]",-0.00137833,7.1047e-05,0.0042094,0.000301247,-0.00623628,-0.000208852,-1.16911e-06,4453.98,3673.18,1.00081
"log_lik[6,1,14]",-0.000743115,4.09691e-05,0.00249198,0.000130118,-0.00344862,-8.91419e-05,-3.29092e-07,4578.2,3648.35,1.00102
"log_lik[6,1,15]",-0.00045288,2.87457e-05,0.00176519,6.12539e-05,-0.0020668,-4.17364e-05,-1.08959e-07,4651.25,3578.66,1.00126
"log_lik[6,1,16]",-0.000298325,2.16763e-05,0.00133798,3.16346e-05,-0.00132343,-2.1484e-05,-3.97159e-08,4705.56,3579.09,1.00141
"log_lik[6,1,17]",-0.000208356,1.70557e-05,0.00105674,1.75641e-05,-0.000909524,-1.19022e-05,-1.61376e-08,4741.5,3570.5,1.00125
"log_lik[6,1,18]",-0.000152561,1.38404e-05,0.000860078,1.04672e-05,-0.000644669,-7.08482e-06,-7.17779e-09,4770.49,3546.06,1.00121
"log_lik[6,1,19]",-0.000116211,1.1509e-05,0.000716882,6.54881e-06,-0.000474512,-4.42818e-06,-3.32759e-09,4796.33,3546.2,1.00105
"log_lik[6,1,20]",-9.15579e-05,9.76575e-06,0.000609417,4.35634e-06,-0.000361977,-2.94393e-06,-1.70772e-09,4816.38,3545.92,1.00099
"log_lik[6,1,21]",-7.42631e-05,8.42998e-06,0.00052681,3.01965e-06,-0.000288457,-2.0399e-06,-9.44695e-10,4838.13,3647.71,1.00105
"log_lik[6,1,22]",-0.000690513,4.1974e-05,0.00256072,8.68354e-05,-0.00314947,-5.9519e-05,-1.57463e-07,4693.22,3638.25,1.00114
"log_lik[6,1,23]",-0.00765841,0.000445758,0.0263044,0.00177775,-0.0328125,-0.00124431,-9.58052e-06,4232.56,3427.41,0.999965
"log_lik[6,1,24]",-0.0122065,0.000396508,0.0248305,0.00462503,-0.0568074,-0.00326814,-2.25106e-05,3976.88,2993.32,0.999892
"log_lik[6,1,25]",-0.00408038,0.000154226,0.00967187,0.00126527,-0.0181309,-0.000886774,-6.75515e-06,4410.43,3439.45,1.00095
"log_lik[6,1,26]",-0.0608216,0.00235897,0.143289,0.0246964,-0.243803,-0.0177774,-0.000146503,3734.55,2662.73,0.999716
"log_lik[6,1,27]",-0.124655,0.00278497,0.188278,0.0698316,-0.498601,-0.0508008,-0.000404728,3761.97,2596.6,0.999943
"log_lik[6,1,28]",-0.105448,0.0025304,0.167856,0.0564824,-0.428652,-0.0411603,-0.000314653,3719.37,2596.19,0.999733
"log_lik[6,1,29]",-0.0210284,0.000556148,0.0359757,0.010416,-0.0890968,-0.00756318,-7.71156e-05,4133.63,2794.17,0.999964
"log_lik[6,1,30]",-0.1223,0.00288068,0.189126,0.0669363,-0.500584,-0.0485573,-0.000376464,3699.24,2488.18,0.999875
"log_lik[6,2,1]",-0.117657,0.00183825,0.0886213,0.0783062,-0.291968,-0.0956857,-0.0164321,2722.62,2854.39,1.00132
"log_lik[6,2,2]",-0.110145,0.00133501,0.0762107,0.0691888,-0.257442,-0.0945184,-0.0185998,3368.73,3115.55,1.00129
"log_lik[6,2,3]",-0.927636,0.00390003,0.221418,0.169561,-1.37648,-0.861514,-0.709883,2810.47,2392.33,1.00096
"log_lik[6,2,4]",-0.0876952,0.00102575,0.0560419,0.0509154,-0.194346,-0.0764315,-0.0193714,3281.95,3242.17,1.00141
"log_lik[6,2,5]",0.0,,0.0,0.0,0.0,0.0,0.0,,,
"log_lik[6,2,6]",-0.138833,0.00222098,0.128237,0.0913669,-0.388986,-0.100543,-0.0151695,3437.22,3458.41,1.00052
"log_lik[6,2,7]",-0.0124696,0.000291377,0.0173728,0.00748384,-0.0447796,-0.00634431,-0.000357523,4051.39,3437.17,1.00126
"log_lik[6,2,8]",-0.0432785,0.000892843,0.0448979,0.0290789,-0.129516,-0.0289521,-0.0029956,3079.37,2857.06,1.00199
"log_lik[6,2,9]",-1.57131,0.00663508,0.420207,0.3875,-2.30991,-1.53608,-0.95076,4022.44,3503.35,1.00143
"log_lik[6,2,10]",-0.810487,0.00713297,0.405561,0.379454,-1.55786,-0.744225,-0.261358,3242.41,3066.22,1.00023
"log_lik[6,2,11]",-0.441097,0.00329913,0.19549,0.185229,-0.794447,-0.414741,-0.173091,3703.35,3583.32,1.00068
"log_lik[6,2,12]",-0.0450446,0.000963668,0.0473285,0.0298921,-0.135734,-0.0298888,-0.00337339,3065.14,2774.09,1.00174
"log_lik[6,2,13]",0.0,,0.0,0.0,0.0,0.0,0.0,,,
"log_lik[6,2,14]",-0.0928522,0.00353774,0.116611,0.0537786,-0.349608,-0.0481707,-0.00333958,1651.71,1344.38,1.00147
"log_lik[6,2,15]",-0.133395,0.00276602,0.113345,0.090855,-0.36975,-0.099658,-0.0147479,2239.2,2281.31,1.00101
"log_lik[6,2,16]",-1.29232,0.00946898,0.561062,0.507117,-2.36403,-1.17884,-0.594754,3655.04,3306.1,0.999706
"log_lik[6,2,17]",-0.39508,0.00339478,0.208976,0.203571,-0.769282,-0.365706,-0.112922,3833.64,3601.14,1.00041
"log_lik[6,2,18]",-0.140748,0.00190908,0.0917056,0.0820934,-0.32307,-0.122397,-0.0298085,2903.46,2373.66,1.00126
"log_lik[6,2,19]",-0.580759,0.0102173,0.433868,0.380759,-1.44486,-0.473409,-0.077651,2112.82,2803.44,1.00076
"log_lik[6,2,20]",-0.210561,0.00359411,0.18966,0.141634,-0.591626,-0.156025,-0.0222181,2433.54,2767.3,0.999987
"log_lik[6,2,21]",0.0,,0.0,0.0,0.0,0.0,0.0,,,
"log_lik[6,2,22]",-0.170678,0.00234399,0.132364,0.103946,-0.425572,-0.137418,-0.030102,3553.88,3500.86,1.00086
"log_lik[6,2,23]",-0.465467,0.00472567,0.252249,0.209279,-0.915879,-0.422232,-0.160323,3143.08,3200.11,0.999632
"log_lik[6,2,24]",-0.126374,0.0013952,0.0761078,0.0805415,-0.261794,-0.118302,-0.0192243,2986.18,2993.52,1.00109
"log_lik[6,2,25]",-0.0207803,0.000504069,0.0248551,0.0142844,-0.0682985,-0.0120606,-0.000546557,2734.82,2738.65,1.00155
"log_lik[6,2,26]",-0.00515693,0.000180311,0.00927286,0.00242183,-0.0212221,-0.00175669,-2.64051e-05,2873.62,3092.06,1.0016
"log_lik[6,2,27]",-0.035423,0.000918936,0.0395309,0.0242607,-0.108322,-0.0231857,-0.00198331,2537.27,2039.58,1.00177
"log_lik[6,2,28]",-0.0347399,0.000687959,0.0354416,0.0237402,-0.105877,-0.0226654,-0.00208658,3169.69,3264.94,1.00127
"log_lik[6,2,29]",-0.0414007,0.000654413,0.0385347,0.0294006,-0.119523,-0.0294369,-0.00277187,3694.13,3220.9,1.00118
"log_lik[6,2,30]",-0.00761152,0.000208215,0.0110609,0.00453671,-0.0279145,-0.00367518,-0.000154626,3414.97,3161.14,1.0016
"log_lik[6,3,1]",-0.290868,0.00237278,0.143339,0.154597,-0.544065,-0.278791,-0.0756244,3766.95,3165.93,1.0006
"log_lik[6,3,2]",-1.05603,0.000910893,0.0540022,0.0400154,-1.14523,-1.05137,-0.982763,3424.65,3485.34,0.999638
"log_lik[6,3,3]",-0.778395,0.00100866,0.05698,0.0508628,-0.882555,-0.767672,-0.709093,3398.64,3411.59,0.999959
"log_lik[6,3,4]",-0.193404,0.00200696,0.117503,0.114744,-0.407998,-0.172469,-0.0400805,3755.12,3047.06,1.00082
"log_lik[6,3,5]",-0.0574133,0.00109832,0.0619725,0.0393234,-0.17991,-0.0367149,-0.00252705,3756.59,3297.66,1.00097
"log_lik[6,3,6]",-0.284219,0.00168587,0.105787,0.107782,-0.473336,-0.276473,-0.125031,4026.88,3358.67,1.00087
"log_lik[6,3,7]",-0.0756416,0.00111535,0.0659372,0.0527015,-0.206232,-0.0572875,-0.00691402,3952.04,3132.52,1.00162
"log_lik[6,3,8]",-0.0253671,0.00059747,0.0341601,0.0159117,-0.090672,-0.0131413,-0.000541061,3943.44,3033.54,1.00161
"log_lik[6,3,9]",-0.0101042,0.00032624,0.018526,0.0047639,-0.0412151,-0.00351943,-5.93292e-05,3964.03,3082.89,1.00157
"log_lik[6,3,10]",-0.0527823,0.000750266,0.0467753,0.0353914,-0.146697,-0.0388978,-0.00534108,4337.12,3451.32,1.0017
"log_lik[6,3,11]",-0.313011,0.0016333,0.112071,0.11037,-0.508422,-0.304585,-0.143819,4772.23,3992.03,1.00097
"log_lik[6,3,12]",-0.0988516,0.00111682,0.0716244,0.0650648,-0.238381,-0.0825156,-0.0131549,4278.05,3576.11,1.00058
"log_lik[6,3,13]",-0.0283268,0.000562485,0.0341263,0.0190781,-0.0953536,-0.0163155,-0.000850476,4357.7,3409.0,1.00123
"log_lik[6,3,14]",-2.85478,0.0092023,0.641118,0.591187,-4.0438,-2.75302,-1.99931,5125.38,3683.21,1.00131
"log_lik[6,3,15]",-1.5811,0.00360727,0.226525,0.176051,-2.01613,-1.53484,-1.31878,4475.67,3721.25,0.999914
"log_lik[6,3,16]",-0.410346,0.00254123,0.161203,0.165201,-0.662839,-0.415787,-0.129885,4064.58,3603.75,0.999782
"log_lik[6,3,17]",-0.385278,0.00225223,0.143678,0.146992,-0.616655,-0.386159,-0.142221,4129.14,3602.8,0.999785
"log_lik[6,3,18]",-0.118044,0.00106548,0.0723745,0.0699335,-0.259934,-0.104417,-0.0257288,4846.89,3889.14,1.00145
"log_lik[6,3,19]",-1.21793,0.00557821,0.307239,0.258587,-1.80531,-1.16154,-0.839345,3319.84,3242.36,1.0001
"log_lik[6,3,20]",-2.56271,0.00784963,0.538056,0.49289,-3.58418,-2.47266,-1.85648,4922.43,3556.49,1.00071
"log_lik[6,3,21]",-0.155272,0.00117434,0.0827175,0.0819893,-0.310594,-0.142951,-0.0441166,5153.58,3580.74,1.00133
"log_lik[6,3,22]",-0.0847322,0.000977505,0.064727,0.0550898,-0.212461,-0.0689609,-0.0113175,4772.06,3593.05,1.00083
"log_lik[6,3,23]",-0.0164737,0.000392764,0.0236515,0.00984561,-0.0619262,-0.00775101,-0.000237582,4445.43,3450.71,1.00101
"log_lik[6,3,24]",-0.004793,0.000189975,0.0108727,0.00163927,-0.0212832,-0.00114808,-6.87389e-06,4229.88,3419.39,1.00155
"log_lik[6,3,25]",-0.00177725,0.000101981,0.00578665,0.000310878,-0.00820707,-0.000211935,-3.5593e-07,4132.0,3420.22,1.00151
