,Mean,MCSE,StdDev,MAD,5%,50%,95%,ESS_bulk,ESS_tail,R_hat
lp__,-1926.61,0.67911,18.7539,19.1848,-1958.29,-1926.13,-1896.99,762.202,1470.45,1.0042
mu_latent_lr_reward[1],-0.602615,0.0103393,0.233615,0.236294,-0.967458,-0.612772,-0.193927,519.576,1082.54,1.01018
mu_latent_lr_reward[2],-0.841467,0.00548556,0.148714,0.150098,-1.08701,-0.841529,-0.597865,743.662,1493.11,1.00404
sigma_latent_lr_reward[1],1.05366,0.00543599,0.193476,0.187407,0.778059,1.03282,1.39166,1252.99,2425.93,1.0018
sigma_latent_lr_reward[2],0.727458,0.00403363,0.136898,0.13284,0.531203,0.712344,0.971565,1154.48,2025.03,1.00319
mu_latent_lr_action[1],-2.1372,0.0392743,0.560609,0.532372,-3.02434,-2.11471,-1.40816,211.379,606.995,1.01831
mu_latent_lr_action[2],-0.812721,0.0332723,0.666135,0.629135,-1.92094,-0.814294,0.307583,407.885,741.17,1.01127
sigma_latent_lr_action[1],0.637669,0.0201435,0.411832,0.386957,0.0819793,0.581166,1.36613,324.478,831.816,1.01143
sigma_latent_lr_action[2],1.37605,0.0136375,0.473427,0.455766,0.69205,1.33476,2.22937,1109.84,1004.41,1.00285
mu_latent_slope_weight_for_A[1],-1.58159,0.0210192,0.855726,0.814511,-2.91233,-1.61147,-0.14988,1770.26,1503.37,1.00153
mu_latent_slope_weight_for_A[2],-2.04194,0.021727,0.70292,0.667919,-3.13117,-2.08209,-0.809959,1097.64,1672.79,1.00586
sigma_latent_slope_weight_for_A[1],0.881651,0.0145167,0.589885,0.629963,0.0733153,0.801286,1.98276,1582.07,1670.65,1.00162
sigma_latent_slope_weight_for_A[2],0.539835,0.011487,0.412484,0.409653,0.0448124,0.456535,1.3098,1286.3,2045.58,1.00568
mu_latent_bias_weight_for_A[1],-0.696381,0.0514932,0.788864,0.820564,-1.91791,-0.750377,0.668918,254.321,518.884,1.01638
mu_latent_bias_weight_for_A[2],-0.345758,0.0156652,0.532872,0.523942,-1.23957,-0.329993,0.50933,1175.4,1584.62,1.0045
sigma_latent_bias_weight_for_A[1],1.03638,0.028358,0.517216,0.538582,0.192364,1.04616,1.90221,350.947,837.513,1.01187
sigma_latent_bias_weight_for_A[2],0.988524,0.0125656,0.346775,0.321744,0.455494,0.962149,1.60089,738.657,589.568,1.00448
mu_latent_beta[1],3.12522,0.0172251,0.311755,0.294593,2.64072,3.10289,3.6787,333.797,782.208,1.00883
mu_latent_beta[2],2.88048,0.00648669,0.199232,0.187853,2.56001,2.87748,3.21468,956.918,1920.71,1.00135
sigma_latent_beta[1],1.31252,0.0104535,0.248659,0.239418,0.923742,1.30119,1.74122,540.85,647.834,1.00537
sigma_latent_beta[2],1.01563,0.00497545,0.175033,0.168644,0.762438,0.997568,1.32634,1227.12,1599.95,0.999708
"latent_lr_reward[1,1]",-0.00914077,0.0376306,0.854546,0.47305,-0.927886,-0.267492,1.85208,692.536,1875.98,1.00343
"latent_lr_reward[1,2]",1.01899,0.0119531,0.635598,0.598223,-0.0168049,1.00446,2.09786,2839.18,2621.66,0.999745
"latent_lr_reward[2,1]",-0.442596,0.0124654,0.546121,0.505283,-1.23193,-0.498312,0.574767,1983.78,2939.98,1.00124
"latent_lr_reward[2,2]",-0.91674,0.00945535,0.399373,0.393789,-1.59412,-0.897506,-0.28389,1869.93,2720.92,1.00055
"latent_lr_reward[3,1]",-0.546464,0.00897792,0.444071,0.427912,-1.26517,-0.549902,0.169587,2472.84,2537.94,1.00067
"latent_lr_reward[3,2]",-0.561769,0.00975268,0.447057,0.448261,-1.33947,-0.547203,0.148242,2068.23,2581.36,1.0025
"latent_lr_reward[4,1]",-2.0139,0.016193,0.678889,0.591342,-3.05289,-2.04014,-0.864745,2010.03,1301.53,1.00084
"latent_lr_reward[4,2]",-0.862224,0.0138284,0.626765,0.60972,-1.83907,-0.890748,0.219368,2262.96,1167.15,1.00083
"latent_lr_reward[5,1]",-0.570261,0.0126094,0.39845,0.322652,-1.1417,-0.613733,0.19261,978.718,1760.39,1.00342
"latent_lr_reward[5,2]",-0.583663,0.010431,0.389325,0.375792,-1.26735,-0.56323,-0.00208001,1426.66,2100.64,1.00151
"latent_lr_reward[6,1]",-0.593924,0.0095173,0.290945,0.276619,-1.09856,-0.575815,-0.153384,1002.35,1902.76,1.00284
"latent_lr_reward[6,2]",-0.54503,0.0107258,0.485997,0.477643,-1.34628,-0.547005,0.245965,2086.04,2462.33,1.00047
"latent_lr_reward[7,1]",0.521753,0.0133237,0.682689,0.706105,-0.488544,0.487916,1.70098,2713.99,2257.86,1.00125
"latent_lr_reward[7,2]",-0.6276,0.00891473,0.372993,0.362834,-1.27096,-0.606097,-0.051271,1750.79,2622.84,1.00124
"latent_lr_reward[8,1]",-0.442013,0.00964159,0.304065,0.302689,-0.951327,-0.433949,0.0471684,1020.67,2117.33,1.00513
"latent_lr_reward[8,2]",-0.644507,0.00865227,0.326796,0.312351,-1.22613,-0.627832,-0.148711,1419.32,2068.65,1.00243
"latent_lr_reward[9,1]",-0.472441,0.014415,0.62734,0.471494,-1.44314,-0.490813,0.62647,2081.44,1884.5,1.0025
"latent_lr_reward[9,2]",0.300953,0.00912183,0.402289,0.394535,-0.348829,0.295498,0.967075,1970.06,2354.84,1.00192
"latent_lr_reward[10,1]",-0.322791,0.011587,0.586187,0.508762,-1.1751,-0.371196,0.762298,2642.48,2404.42,1.00031
"latent_lr_reward[10,2]",-0.978425,0.0096111,0.519923,0.503596,-1.83915,-0.975945,-0.146668,2948.37,2803.09,1.00133
"latent_lr_reward[11,1]",0.425963,0.0116913,0.589404,0.552507,-0.481726,0.391655,1.41173,2605.41,2446.55,1.0027
"latent_lr_reward[11,2]",0.697277,0.00986985,0.518956,0.496975,-0.134623,0.690812,1.55093,2823.51,2557.51,1.00172
"latent_lr_reward[12,1]",-0.288961,0.0162923,0.670286,0.581385,-1.35633,-0.324063,0.840665,1690.0,1505.96,1.00286
"latent_lr_reward[12,2]",-1.23213,0.0101366,0.492988,0.473513,-2.03567,-1.24608,-0.409323,2419.4,2538.14,1.00026
"latent_lr_reward[13,1]",-0.247932,0.0143561,0.569588,0.471016,-1.08877,-0.29211,0.760838,1807.06,1367.8,1.0017
"latent_lr_reward[13,2]",-0.95447,0.0091835,0.378612,0.36662,-1.62666,-0.93091,-0.384366,1742.56,2510.85,1.00319
"latent_lr_reward[14,1]",0.907013,0.0117713,0.465094,0.437314,0.232328,0.862835,1.72635,1568.45,1947.0,1.00361
"latent_lr_reward[14,2]",0.896432,0.0392387,1.39522,1.37159,-1.72674,1.15122,2.83155,1586.6,1737.5,1.00289
"latent_lr_reward[15,1]",-1.21093,0.0174373,0.43753,0.352091,-1.82375,-1.2071,-0.665513,1230.71,1115.8,1.00337
"latent_lr_reward[15,2]",-1.27303,0.00975209,0.401702,0.392217,-1.97528,-1.25161,-0.660524,1714.61,2624.25,1.0027
"latent_lr_reward[16,1]",0.241707,0.0125077,0.770217,0.7018,-1.05337,0.232678,1.50104,3843.73,2083.42,1.00209
"latent_lr_reward[16,2]",-0.548309,0.0100963,0.549928,0.551029,-1.4754,-0.520091,0.319336,3063.5,2872.59,1.00118
"latent_lr_reward[17,1]",-0.266046,0.0199944,0.424237,0.263857,-0.739546,-0.321369,0.285964,638.265,404.78,1.00366
"latent_lr_reward[17,2]",0.43679,0.00947883,0.395343,0.382149,-0.197128,0.437576,1.06761,1783.11,2261.48,1.00119
"latent_lr_reward[18,1]",1.11249,0.0100337,0.528475,0.51213,0.321928,1.06706,2.04235,2876.36,2756.47,1.00097
"latent_lr_reward[18,2]",0.78954,0.0103211,0.459749,0.427371,0.089835,0.771007,1.58598,2061.49,1959.46,1.00006
"latent_lr_reward[19,1]",1.44645,0.0104519,0.599978,0.596131,0.546576,1.40624,2.49844,3508.34,2260.42,1.00233
"latent_lr_reward[19,2]",0.701594,0.0253605,1.11718,1.13123,-1.28754,0.868167,2.37891,2333.28,2021.79,1.00546
"latent_lr_reward[20,1]",1.20762,0.0109796,0.57314,0.576168,0.326122,1.17616,2.18793,2848.96,2926.28,1.00034
"latent_lr_reward[20,2]",0.318874,0.00852487,0.309899,0.302646,-0.172576,0.3157,0.823718,1340.09,2228.41,1.00259
"latent_lr_reward[21,1]",-0.107701,0.0154155,0.508947,0.346369,-0.706575,-0.207068,0.968286,1103.73,1517.34,1.00344
"latent_lr_reward[21,2]",0.675841,0.0124093,0.69514,0.609992,-0.528732,0.705396,1.75009,3515.05,2270.16,0.999635
"latent_lr_reward[22,1]",-0.198987,0.0122624,0.583224,0.532716,-1.02736,-0.261725,0.863477,2287.18,2212.99,1.00057
"latent_lr_reward[22,2]",0.58605,0.0090813,0.339509,0.320863,0.0554777,0.576914,1.15827,1395.95,2264.64,1.00302
"latent_lr_reward[23,1]",-0.309506,0.00957579,0.507472,0.502736,-1.13112,-0.318345,0.521023,2821.99,3123.7,1.00033
"latent_lr_reward[23,2]",0.214542,0.00859079,0.346307,0.330206,-0.354873,0.214733,0.798498,1706.37,2220.15,1.0021
"latent_lr_reward[24,1]",0.58132,0.0101989,0.381519,0.372375,-0.0205123,0.56863,1.22831,1408.09,2281.19,1.00288
"latent_lr_reward[24,2]",0.493523,0.00998405,0.395564,0.363543,-0.141715,0.493098,1.1222,1619.7,1603.91,1.00284
"latent_lr_reward[25,1]",1.23035,0.0114475,0.512307,0.502349,0.460284,1.19265,2.1144,2117.86,2527.89,1.00145
"latent_lr_reward[25,2]",-0.0515607,0.0109329,0.542713,0.531736,-0.991726,-0.0364306,0.803386,2467.74,2544.47,1.00179
"latent_lr_reward[26,1]",-0.172759,0.00988475,0.250089,0.253249,-0.592932,-0.175494,0.22886,656.607,1565.4,1.00727
"latent_lr_reward[26,2]",0.628677,0.00971752,0.351581,0.341151,0.0692779,0.620305,1.21603,1309.24,2442.54,1.00118
"latent_lr_reward[27,1]",2.13718,0.012821,0.582027,0.58278,1.25595,2.09787,3.14778,2058.74,2852.71,1.00226
"latent_lr_reward[27,2]",2.56064,0.0139123,0.584177,0.571379,1.63433,2.54381,3.5475,1761.95,2097.17,1.00145
"latent_lr_reward[28,1]",0.630089,0.0105561,0.367067,0.33921,0.0813457,0.601195,1.27534,1239.55,1853.22,1.00496
"latent_lr_reward[28,2]",-0.396622,0.00774406,0.321754,0.30819,-0.929587,-0.39129,0.108633,1723.54,2763.59,1.00009
"latent_lr_reward[29,1]",-1.27771,0.00935154,0.373926,0.370984,-1.90351,-1.26331,-0.699123,1637.53,2400.18,1.00046
"latent_lr_reward[29,2]",-0.0639738,0.0148382,0.489666,0.482121,-0.915801,-0.0265681,0.691219,1153.84,1298.3,1.00325
"latent_lr_reward[30,1]",-0.689792,0.0153781,0.365754,0.329263,-1.24856,-0.692093,-0.158988,741.346,1170.74,1.00275
"latent_lr_reward[30,2]",0.623862,0.00960926,0.332575,0.322801,0.0899518,0.61746,1.1685,1193.41,2400.46,1.00115
"latent_lr_reward[31,1]",-0.267231,0.00976022,0.236105,0.231722,-0.6563,-0.265809,0.110145,596.476,1665.17,1.00789
"latent_lr_reward[31,2]",-0.0507872,0.00881994,0.350188,0.33717,-0.633016,-0.0424809,0.505829,1578.03,1444.94,1.00154
"latent_lr_reward[32,1]",-0.3703,0.0102031,0.287234,0.279094,-0.848539,-0.362226,0.0903597,818.107,2103.47,1.00443
"latent_lr_reward[32,2]",-0.328549,0.0111063,0.599067,0.594182,-1.29552,-0.342617,0.666191,2908.99,2636.96,1.00085
"latent_lr_reward[33,1]",0.704614,0.0124836,0.595737,0.554941,-0.178953,0.659705,1.73528,2423.4,1912.34,1.00091
"latent_lr_reward[33,2]",-0.644972,0.00965496,0.497814,0.480165,-1.45164,-0.648415,0.159206,2694.51,2518.34,1.00118
"latent_lr_reward[34,1]",0.548723,0.0130528,0.582202,0.533237,-0.527571,0.603127,1.40516,2142.1,2383.23,1.00325
"latent_lr_reward[34,2]",0.718207,0.0232292,0.918094,0.991162,-0.725961,0.752096,2.16176,1634.4,2333.39,1.0011
"latent_lr_reward[35,1]",-0.933117,0.00900897,0.342616,0.331791,-1.53334,-0.925575,-0.399597,1450.49,2196.01,1.00185
"latent_lr_reward[35,2]",0.225322,0.00896445,0.440796,0.430701,-0.491746,0.217934,0.962155,2426.46,2404.43,1.00121
"latent_lr_reward[36,1]",-0.622101,0.0261478,1.27536,1.3661,-2.41877,-0.822385,1.64714,2383.09,2775.39,1.00175
"latent_lr_reward[36,2]",-1.05098,0.021704,1.09026,0.9759,-2.55303,-1.24635,1.05651,2614.67,2800.68,1.00105
"latent_lr_action[1,1]",-0.109515,0.0178035,0.88417,0.907867,-1.64441,-0.0616987,1.25693,2404.46,2765.21,1.00156
"latent_lr_action[1,2]",-0.180353,0.0159522,0.836827,0.773421,-1.47978,-0.238417,1.31837,2825.64,2766.94,1.00074
"latent_lr_action[2,1]",0.241205,0.0231542,0.895168,0.876501,-1.31254,0.298581,1.59602,1553.04,2436.74,1.0007
"latent_lr_action[2,2]",-0.141103,0.0210503,1.07261,1.15414,-1.79207,-0.190121,1.61267,2761.74,3173.17,1.00064
"latent_lr_action[3,1]",0.3938,0.0191362,0.909252,0.85914,-1.21369,0.464398,1.78285,2281.31,2878.02,1.00038
"latent_lr_action[3,2]",-0.129036,0.017375,0.781398,0.708592,-1.25904,-0.210537,1.29803,1954.89,2752.09,1.00252
"latent_lr_action[4,1]",0.971939,0.0323608,0.778151,0.711885,-0.399898,1.04598,2.10581,623.988,753.576,1.00892
"latent_lr_action[4,2]",-0.946009,0.0239235,0.541154,0.514399,-1.85211,-0.928698,-0.0921632,514.011,816.971,1.00592
"latent_lr_action[5,1]",-0.208255,0.0163043,0.900032,0.870999,-1.67647,-0.190406,1.22098,3051.04,2418.53,1.0002
"latent_lr_action[5,2]",0.0521377,0.0206615,1.03085,1.02998,-1.7303,0.15963,1.6389,2710.22,2119.77,1.00066
"latent_lr_action[6,1]",-0.140174,0.0142462,0.963822,0.974049,-1.7021,-0.138541,1.42056,4612.87,3338.89,1.00049
"latent_lr_action[6,2]",-0.244383,0.022951,0.660557,0.563159,-1.22357,-0.289251,0.938989,812.512,1346.82,1.00725
"latent_lr_action[7,1]",-0.137755,0.0129965,0.96319,0.936828,-1.72032,-0.139832,1.46794,5567.77,2774.59,1.00144
"latent_lr_action[7,2]",-0.12321,0.0137826,0.786987,0.702743,-1.36275,-0.135294,1.16317,3263.35,2414.25,1.00116
"latent_lr_action[8,1]",-0.303624,0.0254251,0.995309,0.970402,-1.92678,-0.33424,1.37337,1573.33,2583.25,1.00249
"latent_lr_action[8,2]",-0.0974973,0.0207778,1.08608,1.14564,-1.86439,-0.0741023,1.67112,2859.65,2706.38,1.00062
"latent_lr_action[9,1]",0.364612,0.0255833,0.991894,0.999413,-1.33701,0.407081,1.90655,1592.8,3076.9,1.00059
"latent_lr_action[9,2]",-0.265708,0.0181656,0.99928,1.0114,-1.80454,-0.349948,1.4656,3045.72,2968.11,1.00019
"latent_lr_action[10,1]",0.546204,0.0246765,0.952021,0.954813,-1.12675,0.61637,1.99884,1607.96,2644.13,1.00187
"latent_lr_action[10,2]",-0.169576,0.0236693,1.04678,1.12572,-1.78598,-0.272864,1.62668,2062.27,2842.32,1.00261
"latent_lr_action[11,1]",-0.155161,0.0144141,0.972935,0.942586,-1.73073,-0.144311,1.46778,4630.38,2707.27,1.00142
"latent_lr_action[11,2]",0.464292,0.0267715,0.893509,0.747329,-1.22174,0.503611,1.84451,1298.38,1057.85,1.00575
"latent_lr_action[12,1]",0.30124,0.0270187,0.826363,0.785172,-1.16437,0.394273,1.49393,1004.94,2765.15,1.00328
"latent_lr_action[12,2]",-0.326174,0.0218482,0.965512,0.886395,-1.70126,-0.460905,1.46501,2018.71,2645.35,1.00316
"latent_lr_action[13,1]",-0.00201118,0.0157527,0.930868,0.917148,-1.56942,0.0341483,1.48599,3524.72,2945.74,1.00072
"latent_lr_action[13,2]",-0.0836673,0.0237888,1.03254,1.12788,-1.72315,-0.0573659,1.58085,2044.25,2854.23,1.00253
"latent_lr_action[14,1]",-0.321633,0.0252859,0.989806,0.940123,-1.8953,-0.354122,1.37252,1589.81,2539.77,1.00305
"latent_lr_action[14,2]",0.709742,0.0273666,0.951911,0.79039,-1.10365,0.781281,2.13,1405.37,1397.13,1.0009
"latent_lr_action[15,1]",-0.117397,0.0175762,0.962027,0.87426,-1.67549,-0.137473,1.5799,3168.8,1127.51,1.00241
"latent_lr_action[15,2]",0.092882,0.0302651,1.17517,1.27333,-1.85264,0.170185,1.91106,1606.53,2492.76,1.00105
"latent_lr_action[16,1]",-0.201174,0.0200598,0.97661,0.953902,-1.7588,-0.206354,1.45072,2546.4,1262.77,1.00253
"latent_lr_action[16,2]",-0.177991,0.0225887,1.15501,1.26378,-2.00504,-0.212302,1.71012,2733.3,2672.52,0.999716
"latent_lr_action[17,1]",-0.251185,0.0168092,0.962204,0.914672,-1.85216,-0.264111,1.36729,3382.13,2488.31,1.00172
"latent_lr_action[17,2]",0.0405997,0.0167794,1.02298,1.06721,-1.66153,0.0936463,1.64266,4001.82,2875.33,0.999859
"latent_lr_action[18,1]",-0.195435,0.0175527,0.998346,0.985993,-1.76945,-0.239027,1.51109,3441.54,2568.27,1.0009
"latent_lr_action[18,2]",-0.105238,0.0234164,1.08978,1.17638,-1.87379,-0.115007,1.67118,2217.64,1669.29,0.999914
"latent_lr_action[19,1]",-0.161728,0.0150342,0.948416,0.898792,-1.71272,-0.17249,1.43334,4085.08,3063.66,1.00152
"latent_lr_action[19,2]",0.0386472,0.0192433,1.0947,1.16745,-1.73949,0.0460964,1.7831,3381.62,3193.81,1.00077
"latent_lr_action[20,1]",-0.128237,0.0166293,0.975332,0.957236,-1.70787,-0.152887,1.50581,3628.08,2663.73,1.00139
"latent_lr_action[20,2]",0.117917,0.0207432,1.05189,1.09906,-1.61972,0.166009,1.78497,3141.52,3172.55,1.00143
"latent_lr_action[21,1]",0.21944,0.0180631,0.970278,0.986903,-1.44377,0.275249,1.68792,2965.82,2964.22,1.00294
"latent_lr_action[21,2]",0.0619684,0.026763,0.631308,0.535257,-0.838517,-0.00596929,1.23074,575.859,1360.19,1.00889
"latent_lr_action[22,1]",0.586941,0.028807,0.845556,0.807892,-0.898755,0.643521,1.84282,885.984,2655.47,1.00834
"latent_lr_action[22,2]",0.408448,0.0168639,0.840442,0.74055,-1.06891,0.442804,1.72619,2538.18,2233.0,1.00011
"latent_lr_action[23,1]",-0.0405431,0.0124799,0.956921,0.927089,-1.64493,-0.0205383,1.49123,6028.71,2760.68,1.00008
"latent_lr_action[23,2]",-0.103729,0.0158312,1.04992,1.08982,-1.8169,-0.120706,1.61935,4427.46,2899.57,1.00398
"latent_lr_action[24,1]",-0.133459,0.0145522,0.943877,0.879549,-1.70183,-0.142025,1.4723,4370.12,2681.51,1.00135
"latent_lr_action[24,2]",-0.0240839,0.0134923,0.954461,0.942043,-1.59108,-0.0412071,1.55269,5030.92,3243.49,1.00204
"latent_lr_action[25,1]",-0.157067,0.0184054,0.956542,0.984427,-1.69302,-0.153776,1.4241,2772.36,3077.08,1.00168
"latent_lr_action[25,2]",0.0825337,0.016599,1.03691,1.06773,-1.63314,0.113706,1.7659,3984.1,3151.4,1.00024
"latent_lr_action[26,1]",-0.30821,0.017527,0.951222,0.904574,-1.82103,-0.346027,1.38683,3022.24,2795.72,1.00113
"latent_lr_action[26,2]",-0.0968147,0.0168129,1.07454,1.13014,-1.80215,-0.129658,1.68059,4243.55,2290.71,1.00214
"latent_lr_action[27,1]",-0.254256,0.0171493,0.975056,0.929092,-1.82383,-0.273439,1.36217,3332.36,2537.12,1.00206
"latent_lr_action[27,2]",0.771357,0.0288453,0.950421,0.765472,-1.11851,0.870398,2.13146,1211.78,1652.7,1.00255
"latent_lr_action[28,1]",-0.337442,0.0244885,0.960847,0.92722,-1.85147,-0.363016,1.31023,1594.18,2676.87,1.0033
"latent_lr_action[28,2]",-0.0451302,0.0132901,0.92116,0.86576,-1.5617,-0.0560543,1.48745,4846.93,3121.0,0.99978
"latent_lr_action[29,1]",-0.0255015,0.0214708,0.747364,0.718048,-1.32007,0.0281597,1.11709,1294.23,2619.75,1.00286
"latent_lr_action[29,2]",-0.516544,0.022167,0.650836,0.552401,-1.50747,-0.547891,0.631877,834.075,1124.44,1.00147
"latent_lr_action[30,1]",-0.397043,0.0241396,1.00349,0.958938,-1.9525,-0.46504,1.35497,1788.6,2884.57,1.00215
"latent_lr_action[30,2]",-0.120949,0.0162899,0.996656,1.03493,-1.65612,-0.167724,1.55895,3862.05,3057.39,1.00153
"latent_lr_action[31,1]",-0.242284,0.0215085,0.984702,0.930077,-1.78355,-0.282307,1.46218,2286.73,2047.51,1.00094
"latent_lr_action[31,2]",0.0665297,0.0137682,0.999633,0.942355,-1.60935,0.0807531,1.72127,5342.36,2905.45,1.00109
"latent_lr_action[32,1]",-0.297914,0.0178255,0.9751,0.907168,-1.90472,-0.308013,1.35685,3150.97,2873.3,1.00098
"latent_lr_action[32,2]",0.00740854,0.019255,1.0619,1.11723,-1.73952,0.0212643,1.73597,3104.76,2103.25,1.00085
"latent_lr_action[33,1]",0.181309,0.0180674,0.925774,0.887384,-1.33064,0.211455,1.68251,2643.44,2676.38,1.00222
"latent_lr_action[33,2]",0.109874,0.0187769,1.08251,1.11183,-1.74292,0.19563,1.81827,3525.91,2858.62,1.00042
"latent_lr_action[34,1]",-0.0618642,0.0148402,0.921684,0.854973,-1.65586,-0.0495758,1.43232,3975.68,2818.55,1.00088
"latent_lr_action[34,2]",-0.399731,0.0209017,0.587889,0.521665,-1.3124,-0.423825,0.631315,810.049,1534.28,1.00255
"latent_lr_action[35,1]",-0.296048,0.0173158,0.977249,0.931613,-1.87654,-0.333411,1.38785,3567.1,2607.64,1.00231
"latent_lr_action[35,2]",0.265791,0.0178599,0.920394,0.813577,-1.40261,0.327692,1.67044,2860.59,1849.57,1.00085
"latent_lr_action[36,1]",-0.293617,0.0209592,0.956053,0.949536,-1.82712,-0.32435,1.34556,2232.79,2908.5,1.00397
"latent_lr_action[36,2]",-0.157727,0.022069,1.12017,1.17742,-1.94041,-0.152824,1.65127,2658.85,3032.81,0.999919
"latent_slope_weight_for_A[1,1]",0.0635448,0.0172684,1.0128,0.986754,-1.64724,0.0608894,1.75521,3578.4,2035.64,1.00075
"latent_slope_weight_for_A[1,2]",0.0943745,0.0131874,0.978728,0.977705,-1.52408,0.0884101,1.7139,5613.71,2991.08,1.00137
"latent_slope_weight_for_A[2,1]",0.22081,0.0138696,1.00873,1.01668,-1.44962,0.231281,1.88231,5330.32,3002.55,1.001
"latent_slope_weight_for_A[2,2]",-0.201865,0.013871,0.971146,0.96251,-1.79683,-0.212859,1.40447,5008.39,3004.03,1.00184
"latent_slope_weight_for_A[3,1]",-0.0511994,0.01222,0.951739,0.977745,-1.60971,-0.0381791,1.50568,6227.76,3155.62,1.00044
"latent_slope_weight_for_A[3,2]",0.172018,0.0138342,0.976762,0.958547,-1.42667,0.171003,1.78168,5088.84,2816.77,1.00117
"latent_slope_weight_for_A[4,1]",-0.575803,0.0184351,0.923233,0.865065,-2.01733,-0.618167,1.03551,2586.38,2417.16,1.00031
"latent_slope_weight_for_A[4,2]",0.222277,0.0145401,1.00108,0.977302,-1.41452,0.222201,1.85205,4832.26,2331.25,1.00059
"latent_slope_weight_for_A[5,1]",-0.0884442,0.0164391,1.00463,0.997071,-1.76767,-0.0916639,1.54297,3827.84,1480.22,1.00159
"latent_slope_weight_for_A[5,2]",-0.237962,0.0154214,1.01022,1.00581,-1.88671,-0.259034,1.4693,4345.75,1731.34,1.00041
"latent_slope_weight_for_A[6,1]",-0.182739,0.0120614,0.98158,0.942649,-1.79534,-0.1778,1.39395,6876.85,3000.82,1.00099
"latent_slope_weight_for_A[6,2]",0.229912,0.0137581,0.976405,0.934908,-1.37463,0.247175,1.82882,5013.55,2830.62,1.00021
"latent_slope_weight_for_A[7,1]",-0.105993,0.0124279,1.01235,1.02908,-1.74006,-0.108525,1.55246,6719.05,3383.77,1.00141
"latent_slope_weight_for_A[7,2]",-0.208664,0.0140658,0.974522,0.973172,-1.77966,-0.222997,1.41737,5081.6,2989.1,1.00056
"latent_slope_weight_for_A[8,1]",-0.173814,0.013744,0.997596,1.01193,-1.80256,-0.169044,1.46273,5424.56,3049.07,0.999858
"latent_slope_weight_for_A[8,2]",-0.260699,0.0132862,0.960863,0.978205,-1.81017,-0.299007,1.35029,5251.33,3022.05,1.00097
"latent_slope_weight_for_A[9,1]",0.135911,0.0124051,1.01279,1.03722,-1.5114,0.113785,1.79411,6751.87,2760.73,1.00005
"latent_slope_weight_for_A[9,2]",-0.0747871,0.0125766,0.982432,0.971646,-1.66844,-0.0634014,1.50453,6191.45,2976.42,1.00132
"latent_slope_weight_for_A[10,1]",0.18867,0.0161118,1.02729,1.01896,-1.55501,0.204256,1.862,4079.75,1993.8,1.00042
"latent_slope_weight_for_A[10,2]",-0.0840627,0.0121265,0.972644,0.974179,-1.66652,-0.0938942,1.55046,6558.24,2870.67,1.00113
"latent_slope_weight_for_A[11,1]",-0.0246426,0.0121783,0.991981,0.979239,-1.66927,-0.0328505,1.56191,6783.59,2944.06,1.00107
"latent_slope_weight_for_A[11,2]",0.375993,0.0172232,0.987663,1.0099,-1.24158,0.386649,1.98686,3289.94,2731.19,1.00195
"latent_slope_weight_for_A[12,1]",0.254416,0.0133618,1.00667,0.993327,-1.43461,0.279797,1.92062,5775.78,3206.71,1.0
"latent_slope_weight_for_A[12,2]",-0.0469418,0.012607,0.977425,0.974075,-1.65382,-0.0547774,1.53975,6183.99,2886.17,1.00051
"latent_slope_weight_for_A[13,1]",-0.0631134,0.0148071,0.99538,0.989828,-1.6823,-0.0521276,1.53229,4647.96,2141.07,1.00012
"latent_slope_weight_for_A[13,2]",-0.181454,0.0128318,0.995393,1.0053,-1.77946,-0.215189,1.48448,6196.25,2567.66,1.00063
"latent_slope_weight_for_A[14,1]",-0.0124375,0.0147232,0.99535,1.0198,-1.69827,0.01567,1.5951,4677.96,2956.84,1.00358
"latent_slope_weight_for_A[14,2]",0.240607,0.0156316,0.988764,1.01033,-1.42449,0.262174,1.8374,4147.85,3023.98,1.00301
"latent_slope_weight_for_A[15,1]",-0.139088,0.0128258,0.963895,0.94863,-1.70589,-0.156348,1.4686,5707.12,2764.95,1.0008
"latent_slope_weight_for_A[15,2]",-0.26562,0.014072,0.965268,0.957883,-1.8616,-0.267145,1.301,4786.58,2969.57,1.00114
"latent_slope_weight_for_A[16,1]",-0.00779868,0.0141722,1.02103,1.01868,-1.7191,0.00598815,1.64378,5283.37,1579.53,1.00055
"latent_slope_weight_for_A[16,2]",-0.140539,0.0118889,0.986329,0.987374,-1.79601,-0.134596,1.51129,6595.15,2977.8,1.00217
"latent_slope_weight_for_A[17,1]",-0.0849273,0.0120018,0.984617,1.00863,-1.69292,-0.0813447,1.49391,6817.13,3274.59,1.0015
"latent_slope_weight_for_A[17,2]",-0.116379,0.0125837,0.986909,1.00166,-1.74257,-0.106306,1.49705,6356.37,2788.78,1.00184
"latent_slope_weight_for_A[18,1]",-0.00425343,0.0146019,1.00635,1.0154,-1.68117,-0.0097163,1.66898,4917.34,2942.45,1.00073
"latent_slope_weight_for_A[18,2]",-0.031172,0.0130333,0.994197,1.01503,-1.66647,-0.0293737,1.61804,5986.52,2963.61,1.00037
"latent_slope_weight_for_A[19,1]",-0.0225159,0.0131059,0.967773,0.949006,-1.64797,-0.0220426,1.56951,5497.59,3093.08,1.00119
"latent_slope_weight_for_A[19,2]",0.0187762,0.0132624,0.973626,0.974509,-1.60434,0.0133229,1.65243,5536.24,2524.77,1.00184
