,Mean,MCSE,StdDev,MAD,5%,50%,95%,ESS_bulk,ESS_tail,R_hat
"log_lik[20,2,12]",-0.000876503,5.3731e-05,0.00312917,4.53328e-05,-0.00431276,-3.05765e-05,-2.13163e-14,3757.88,2691.51,0.999975
"log_lik[20,2,13]",-0.000861145,5.30807e-05,0.00308653,4.40627e-05,-0.0042488,-2.97199e-05,-2.13163e-14,3754.79,2691.51,0.999973
"log_lik[20,2,14]",-0.256659,0.00383125,0.219796,0.188229,-0.71072,-0.194171,-0.0200969,4233.66,3018.69,0.999946
"log_lik[20,2,15]",-0.00430568,0.000156862,0.0100792,0.000750651,-0.0214626,-0.000506308,-4.40536e-13,3744.96,2737.28,0.999944
"log_lik[20,2,16]",-0.00160498,7.69731e-05,0.00470045,0.000131862,-0.00825693,-8.89396e-05,-2.84217e-14,3752.33,2645.65,0.999931
"log_lik[20,2,17]",-0.00109103,5.95099e-05,0.0035277,7.14084e-05,-0.00568932,-4.81643e-05,-1.42109e-14,3727.15,2698.7,0.999954
"log_lik[20,2,18]",-0.000922699,5.39104e-05,0.00314959,5.36427e-05,-0.00474159,-3.61815e-05,-1.42109e-14,3720.64,2718.62,0.99997
"log_lik[20,2,19]",-0.000850627,5.16117e-05,0.00299455,4.65923e-05,-0.00431517,-3.14261e-05,-1.42109e-14,3723.65,2718.62,0.999968
"log_lik[20,2,20]",-0.000813448,5.04401e-05,0.00291607,4.29767e-05,-0.00406156,-2.89874e-05,-1.42109e-14,3724.1,2718.62,0.999975
"log_lik[20,2,21]",0.0,,0.0,0.0,0.0,0.0,0.0,,,
"log_lik[20,2,22]",-1.27167,0.00794487,0.484725,0.452404,-2.08986,-1.27947,-0.473397,3807.32,3540.77,0.999691
"log_lik[20,2,23]",-0.0106156,0.000335327,0.0216234,0.0019555,-0.0533024,-0.00131897,-6.24212e-13,3625.79,2706.85,0.999867
"log_lik[20,2,24]",-0.00233682,0.000105141,0.00643344,0.000187699,-0.0123722,-0.000126601,-2.13163e-14,3667.52,2699.33,0.999912
"log_lik[20,2,25]",-0.293217,0.00323278,0.193328,0.166431,-0.681592,-0.248962,-0.0622598,4341.24,2952.22,0.999828
"log_lik[20,2,26]",-0.0057699,0.000210844,0.0132067,0.00085888,-0.029382,-0.000579306,-3.96838e-13,3629.06,2726.88,0.999905
"log_lik[20,2,27]",-0.00178328,8.55218e-05,0.00515473,0.000135405,-0.00923699,-9.13291e-05,-2.13163e-14,3650.74,2700.41,0.999933
"log_lik[20,2,28]",-0.00108528,5.9095e-05,0.003476,6.42789e-05,-0.00570716,-4.33555e-05,-1.42109e-14,3659.05,2680.38,0.999958
"log_lik[20,2,29]",-0.000872008,5.1423e-05,0.00298123,4.80784e-05,-0.00451519,-3.24284e-05,-1.42109e-14,3666.35,2682.31,0.999979
"log_lik[20,2,30]",-0.000786184,4.86055e-05,0.00279855,4.18201e-05,-0.00396554,-2.82073e-05,-1.42109e-14,3676.87,2682.31,0.999984
"log_lik[20,3,1]",-0.762449,0.000738211,0.048211,0.0412496,-0.84969,-0.753014,-0.705714,4570.99,3286.56,1.00094
"log_lik[20,3,2]",-0.619117,0.00287615,0.196343,0.196279,-0.896194,-0.643247,-0.248337,4824.61,3263.44,0.999989
"log_lik[20,3,3]",-0.417196,0.00230518,0.150002,0.152133,-0.65608,-0.419386,-0.162975,4263.99,3295.51,1.00032
"log_lik[20,3,4]",-0.0807413,0.00115692,0.0764583,0.0564573,-0.225458,-0.0578625,-0.00558604,5017.12,3422.3,0.999785
"log_lik[20,3,5]",-0.807036,0.00533584,0.324691,0.177569,-1.43417,-0.716669,-0.496758,3985.86,3834.27,1.00024
"log_lik[20,3,6]",-0.120459,0.00132998,0.0919351,0.0853511,-0.297235,-0.101067,-0.0111126,4917.28,3674.84,0.999956
"log_lik[20,3,7]",-0.0416018,0.000853449,0.0537631,0.0272056,-0.147571,-0.0224769,-0.000865834,4850.63,3163.43,0.999681
"log_lik[20,3,8]",-0.0124721,0.000388944,0.023992,0.00549743,-0.05429,-0.00397913,-4.6558e-05,5120.43,3371.42,0.999678
"log_lik[20,3,9]",-0.00895996,0.000308922,0.0186917,0.00357101,-0.0392928,-0.00256869,-2.83757e-05,5024.48,3303.82,0.999516
"log_lik[20,3,10]",-0.00507617,0.000219488,0.0130714,0.00141833,-0.02341,-0.000986858,-5.05429e-06,5018.66,3626.02,0.999921
"log_lik[20,3,11]",-0.0038647,0.000177502,0.0105412,0.000978905,-0.0178006,-0.000676947,-2.95344e-06,5026.61,3623.34,1.00006
"log_lik[20,3,12]",-0.00167875,9.66585e-05,0.00585919,0.000274117,-0.00776071,-0.000186631,-3.33246e-07,5110.55,3569.99,1.00036
"log_lik[20,3,13]",-0.000922506,6.15624e-05,0.0037786,0.000108639,-0.00419396,-7.36137e-05,-7.70703e-08,5164.64,3647.91,1.00036
"log_lik[20,3,14]",-0.00856545,0.000232017,0.0146907,0.0042802,-0.0359114,-0.00316416,-4.47638e-05,5381.66,3644.57,1.00048
"log_lik[20,3,15]",-0.00267606,0.000108148,0.00680031,0.000755188,-0.0123964,-0.00052244,-2.13217e-06,5384.14,3648.76,1.00026
"log_lik[20,3,16]",-0.00243951,9.82551e-05,0.00611974,0.000701825,-0.0114641,-0.00048681,-2.21696e-06,5327.36,3580.49,1.00022
"log_lik[20,3,17]",-0.00109492,5.78757e-05,0.00362231,0.000189038,-0.0052221,-0.000128633,-2.42726e-07,5349.7,3607.96,1.00047
"log_lik[20,3,18]",0.0,,0.0,0.0,0.0,0.0,0.0,,,
"log_lik[20,3,19]",-3.59978,0.0181635,1.32022,1.20698,-5.99684,-3.44823,-1.745,5409.73,3325.14,1.0002
"log_lik[20,3,20]",-0.0613621,0.00133829,0.0825965,0.0377812,-0.208345,-0.0350792,-0.00256114,5323.68,3324.81,1.00071
"log_lik[20,3,21]",0.0,,0.0,0.0,0.0,0.0,0.0,,,
"log_lik[20,3,22]",-0.0105384,0.000283194,0.017311,0.00538,-0.0421537,-0.00399948,-6.20154e-05,5346.0,3541.65,1.00059
"log_lik[20,3,23]",-0.0957502,0.00163031,0.104673,0.0606091,-0.28665,-0.0630317,-0.00736463,5597.92,3288.25,0.999947
"log_lik[20,3,24]",-0.788043,0.00828675,0.57082,0.462085,-1.89235,-0.645539,-0.151377,5362.98,3249.54,1.00064
"log_lik[20,3,25]",-0.137068,0.00146534,0.104709,0.0879125,-0.351195,-0.110598,-0.0193884,5957.0,3449.25,0.999754
"log_lik[20,3,26]",-0.860513,0.0066317,0.437713,0.386378,-1.72807,-0.781533,-0.306987,4991.38,3384.19,1.00072
"log_lik[20,3,27]",-0.310351,0.00404598,0.233583,0.179695,-0.763711,-0.251989,-0.0602064,4274.04,3097.7,1.00222
"log_lik[20,3,28]",-0.122033,0.00137161,0.0877181,0.0680528,-0.272306,-0.104077,-0.0226012,4180.92,3390.72,1.00037
"log_lik[20,3,29]",-0.114698,0.00109042,0.0740875,0.0651893,-0.246141,-0.100696,-0.0219727,4768.73,3338.6,1.00103
"log_lik[20,3,30]",-0.0201926,0.00045974,0.0296844,0.0124615,-0.0708332,-0.0104607,-0.000440516,5056.14,3424.34,1.00097
"log_lik[20,4,1]",-0.709038,0.000325617,0.0213063,0.0107177,-0.754687,-0.700466,-0.693147,3713.93,2576.07,0.999883
"log_lik[20,4,2]",-0.0323482,0.000697038,0.0450947,0.0205118,-0.128067,-0.0139838,-3.1124e-07,3583.56,2632.38,0.999879
"log_lik[20,4,3]",-0.123211,0.00210003,0.138868,0.103127,-0.410335,-0.0713791,-1.94211e-06,3422.51,2631.81,0.999977
"log_lik[20,4,4]",-0.0110071,0.000418686,0.0255526,0.00150299,-0.0584188,-0.00101375,-6.95621e-13,3594.14,2688.47,0.999847
"log_lik[20,4,5]",-0.00388665,0.000170732,0.0103923,0.000380319,-0.02112,-0.000256521,-1.20437e-13,3668.34,2651.93,0.99988
"log_lik[20,4,6]",-0.0023982,0.000109586,0.00668529,0.000222232,-0.01244,-0.000149893,-9.20153e-14,3702.87,2651.84,0.999896
"log_lik[20,4,7]",-0.538358,0.00376961,0.222822,0.248862,-0.921893,-0.527224,-0.192244,3714.81,3307.56,1.0004
"log_lik[20,4,8]",-0.0108041,0.000326604,0.0212134,0.00251195,-0.0532858,-0.00169428,-2.05098e-12,3688.16,2687.74,0.999872
"log_lik[20,4,9]",-0.00354508,0.00014265,0.00889244,0.000416415,-0.0187359,-0.000280868,-1.27898e-13,3705.37,2680.42,0.999883
"log_lik[20,4,10]",-0.00218599,9.74224e-05,0.00598358,0.000212868,-0.0115824,-0.000143577,-7.81597e-14,3727.88,2661.68,0.999901
"log_lik[20,4,11]",-0.00174662,8.2298e-05,0.00501287,0.000163956,-0.00926931,-0.000110586,-7.10543e-14,3727.79,2671.72,0.99993
"log_lik[20,4,12]",-0.00155958,7.62092e-05,0.00460936,0.000144909,-0.00818276,-9.774e-05,-7.0699e-14,3729.2,2670.48,0.999951
"log_lik[20,4,13]",-0.00146355,7.31533e-05,0.00440586,0.0001324,-0.00752783,-8.93026e-05,-6.39488e-14,3736.47,2681.75,0.999959
"log_lik[20,4,14]",-0.457187,0.00399971,0.238059,0.266491,-0.867612,-0.439268,-0.0958361,3817.09,3001.14,1.00042
"log_lik[20,4,15]",-0.00838364,0.000249402,0.0166227,0.00206542,-0.0402932,-0.00139311,-1.85914e-12,3731.93,2687.74,0.999906
"log_lik[20,4,16]",-0.00291633,0.000117151,0.0073529,0.000356321,-0.0149795,-0.000240335,-1.06581e-13,3728.3,2718.61,0.999907
"log_lik[20,4,17]",-0.00187927,8.50341e-05,0.00521451,0.000187071,-0.00964648,-0.000126178,-6.39488e-14,3721.38,2700.36,0.999923
"log_lik[20,4,18]",-1.37509,0.00633147,0.407965,0.320642,-2.17981,-1.26126,-0.953619,3900.61,3477.51,0.999903
"log_lik[20,4,19]",-0.00902201,0.00027065,0.0178344,0.00208876,-0.0438736,-0.00140885,-1.44489e-12,3676.65,2687.74,0.999899
"log_lik[20,4,20]",-0.00297458,0.000120284,0.00750179,0.000351747,-0.0151344,-0.00023725,-1.06226e-13,3695.56,2747.47,0.999911
"log_lik[20,4,21]",-2.60035,0.0105654,0.729268,0.696525,-3.92999,-2.5262,-1.52911,4485.7,3041.92,0.999751
"log_lik[20,4,22]",-0.0102952,0.00031515,0.0203358,0.00223239,-0.0505421,-0.00150572,-1.18803e-12,3611.51,2687.74,0.999874
"log_lik[20,4,23]",-0.00314517,0.000128357,0.00794242,0.000348264,-0.0162436,-0.000234901,-9.23706e-14,3658.31,2757.45,0.999909
"log_lik[20,4,24]",-0.00187801,8.58273e-05,0.00521117,0.000181151,-0.00975096,-0.000122185,-5.68434e-14,3666.97,2699.79,0.999927
"log_lik[20,4,25]",-0.00148395,7.25074e-05,0.00435163,0.000134827,-0.00779973,-9.09396e-05,-4.9738e-14,3673.26,2717.5,0.999958
"log_lik[20,4,26]",-1.52304,0.00793519,0.520212,0.449865,-2.55781,-1.37711,-0.965926,4038.98,3476.67,0.999997
"log_lik[20,4,27]",-0.00798631,0.000248866,0.0162068,0.00182879,-0.0387999,-0.0012335,-1.05125e-12,3650.32,2707.46,0.999912
"log_lik[20,4,28]",-0.710346,0.00357924,0.222628,0.224845,-0.962567,-0.770495,-0.278788,3920.86,3154.08,0.999912
"log_lik[20,4,29]",-0.435186,0.00496013,0.293538,0.211932,-1.00764,-0.366748,-0.115758,4283.71,3424.35,1.00019
"log_lik[20,4,30]",-0.0318969,0.000995247,0.0616045,0.00518395,-0.173168,-0.00349653,-1.36957e-12,3313.05,2707.46,0.999868
"log_lik[21,1,1]",-0.419848,0.00304507,0.134511,0.137937,-0.650173,-0.411782,-0.214221,2037.23,2020.82,1.00094
"log_lik[21,1,2]",-2.13003,0.0068508,0.323822,0.314193,-2.70913,-2.10195,-1.65876,2101.37,2131.44,1.00023
"log_lik[21,1,3]",-0.392552,0.00250261,0.107767,0.10411,-0.582915,-0.383448,-0.232137,2012.77,1560.2,1.00125
"log_lik[21,1,4]",-0.500181,0.00359837,0.165187,0.164895,-0.805064,-0.480291,-0.262829,2276.63,2367.89,1.00021
"log_lik[21,1,5]",-0.209956,0.00231705,0.101239,0.0955002,-0.399706,-0.192173,-0.0766641,2082.96,2453.59,1.00079
"log_lik[21,1,6]",-1.74183,0.0115635,0.553241,0.543773,-2.70661,-1.70411,-0.894203,2199.46,2475.91,1.00037
"log_lik[21,1,7]",-0.48549,0.00609861,0.279575,0.230605,-1.06306,-0.418127,-0.162448,2277.12,2570.65,1.00059
"log_lik[21,1,8]",0.0,,0.0,0.0,0.0,0.0,0.0,,,
"log_lik[21,1,9]",-0.184925,0.00300046,0.131562,0.0988644,-0.461793,-0.150453,-0.0405201,2145.63,2424.49,1.00016
"log_lik[21,1,10]",-1.35667,0.00610821,0.310775,0.302888,-1.86789,-1.35918,-0.855384,2691.33,3384.02,1.0008
"log_lik[21,1,11]",-0.190312,0.00191839,0.0894529,0.0810923,-0.356706,-0.176134,-0.0724831,2344.16,2647.38,1.00018
"log_lik[21,1,12]",-0.26522,0.00315907,0.145685,0.1261,-0.565376,-0.234152,-0.0851204,2343.87,2635.44,1.00044
"log_lik[21,1,13]",-1.77247,0.00528879,0.309631,0.277394,-2.33008,-1.73047,-1.34449,3524.88,3302.96,0.999698
"log_lik[21,1,14]",-1.84305,0.00775577,0.399169,0.398664,-2.55397,-1.81411,-1.23382,2535.38,2478.83,1.00028
"log_lik[21,1,15]",-0.100511,0.00169094,0.0680662,0.0527317,-0.231966,-0.0841535,-0.0252216,2263.38,1437.81,1.00038
"log_lik[21,1,16]",-2.55124,0.00943411,0.47414,0.447145,-3.39814,-2.51243,-1.83614,2417.77,1920.78,1.00004
"log_lik[21,1,17]",-1.07259,0.00690316,0.320464,0.303918,-1.61549,-1.06672,-0.534227,2188.06,2993.7,0.999494
"log_lik[21,1,18]",-0.636665,0.00489148,0.244844,0.21567,-1.1087,-0.59095,-0.322605,2193.41,2958.98,1.00064
"log_lik[21,1,19]",-0.200831,0.00145931,0.0784079,0.0747594,-0.340303,-0.191659,-0.0885131,3088.83,2822.76,1.00095
"log_lik[21,1,20]",-0.796892,0.00534718,0.229579,0.231546,-1.22448,-0.770763,-0.459281,2128.17,1586.73,1.00005
"log_lik[21,1,21]",-0.257217,0.00126152,0.0726936,0.0703383,-0.378287,-0.254187,-0.140106,3409.65,3034.27,1.00014
"log_lik[21,1,22]",-0.123337,0.00108465,0.0561374,0.0526919,-0.225209,-0.115436,-0.0471778,2923.33,2831.91,1.0008
"log_lik[21,1,23]",-0.18817,0.00168468,0.0878916,0.0789166,-0.354825,-0.172534,-0.0758503,3006.3,2840.1,1.00028
"log_lik[21,1,24]",-0.295337,0.00365786,0.185241,0.156277,-0.659339,-0.252924,-0.0782994,2542.53,3073.46,1.00064
"log_lik[21,1,25]",-0.108783,0.00150648,0.0738225,0.0583072,-0.254101,-0.0918058,-0.0252587,2647.06,3020.15,1.00027
"log_lik[21,1,26]",-2.40189,0.00888442,0.488391,0.452949,-3.31759,-2.3338,-1.74069,3006.99,3289.62,1.00033
"log_lik[21,1,27]",-0.0540936,0.000763377,0.0371244,0.029598,-0.126141,-0.0455658,-0.0125753,2806.13,2815.49,1.00106
"log_lik[21,1,28]",-2.48951,0.00845755,0.504289,0.48713,-3.35859,-2.46473,-1.72023,3483.7,3057.65,0.999848
"log_lik[21,1,29]",-0.158317,0.0015857,0.0869426,0.0739441,-0.330566,-0.139118,-0.0520787,3496.19,3184.29,1.00016
"log_lik[21,1,30]",-0.0612987,0.000786642,0.0413194,0.0332781,-0.140834,-0.0520695,-0.014835,3322.2,3017.67,1.001
"log_lik[21,2,1]",-0.204846,0.00160754,0.101733,0.0997901,-0.395772,-0.190688,-0.0644611,4388.21,3377.09,1.00133
"log_lik[21,2,2]",-1.03399,0.00143948,0.0845824,0.0474328,-1.19163,-1.01624,-0.947756,3481.56,3230.3,1.00131
"log_lik[21,2,3]",-0.188979,0.00158195,0.100183,0.0969316,-0.379541,-0.173422,-0.0538861,4285.06,3214.16,1.00105
"log_lik[21,2,4]",-0.951487,0.0026344,0.155264,0.102783,-1.25039,-0.924457,-0.768483,3507.95,3097.7,1.00097
"log_lik[21,2,5]",-0.768772,0.000637344,0.0404684,0.0369182,-0.838218,-0.766073,-0.710522,4112.82,3372.96,1.00081
"log_lik[21,2,6]",-0.12194,0.00123494,0.0743873,0.0669288,-0.268387,-0.107122,-0.0290631,3818.43,3130.06,1.00116
"log_lik[21,2,7]",-0.0267405,0.000510042,0.0297516,0.0170365,-0.0858948,-0.0167055,-0.00177368,4452.55,3488.3,1.001
"log_lik[21,2,8]",-3.61748,0.011729,0.807362,0.780344,-5.06684,-3.52538,-2.48434,4630.74,3517.0,1.00086
"log_lik[21,2,9]",-0.0443048,0.00069726,0.041512,0.0287298,-0.128676,-0.0312223,-0.00431884,3819.04,3316.92,1.00124
"log_lik[21,2,10]",-0.0118303,0.000290979,0.0168583,0.00671164,-0.044913,-0.00573986,-0.000347894,4319.54,3575.97,1.00107
"log_lik[21,2,11]",-0.00426777,0.000137171,0.0079712,0.00183398,-0.0181381,-0.00140112,-4.58205e-05,4669.58,3655.45,1.0011
"log_lik[21,2,12]",-0.00192829,7.4627e-05,0.00438137,0.000613767,-0.00893688,-0.000447362,-8.4775e-06,4772.79,3732.04,1.00134
"log_lik[21,2,13]",-0.00103491,4.62972e-05,0.00274531,0.00023813,-0.00483958,-0.000167595,-2.00369e-06,4775.16,3614.09,1.00156
"log_lik[21,2,14]",-0.0135357,0.000365175,0.022434,0.00695981,-0.0531301,-0.00567331,-0.000280102,4884.71,3572.39,1.00031
"log_lik[21,2,15]",-0.00421384,0.000138209,0.00849052,0.00167008,-0.0181789,-0.00125057,-3.18081e-05,4903.31,3476.26,1.00044
"log_lik[21,2,16]",-0.0480274,0.000916968,0.0580843,0.0295511,-0.165322,-0.026795,-0.00213771,4707.63,3393.94,1.00049
"log_lik[21,2,17]",-0.296327,0.00362879,0.239962,0.180888,-0.765807,-0.225765,-0.0463386,4895.82,3723.31,1.00014
"log_lik[21,2,18]",-1.10556,0.00900552,0.585904,0.558377,-2.21562,-1.00381,-0.334923,4427.8,3649.8,1.00015
"log_lik[21,2,19]",-0.158152,0.00248753,0.149448,0.0967721,-0.459107,-0.113873,-0.0188706,4112.58,3458.94,1.00152
"log_lik[21,2,20]",-0.0528742,0.00114713,0.0637353,0.0319207,-0.170652,-0.0317419,-0.00356826,3767.51,3065.58,1.00084
"log_lik[21,2,21]",-0.621291,0.00496709,0.235108,0.195991,-1.02995,-0.580497,-0.328527,2808.52,2401.8,1.00127
"log_lik[21,2,22]",-0.151377,0.0016325,0.0981531,0.082802,-0.341444,-0.129759,-0.0346502,3852.17,3273.04,1.001
"log_lik[21,2,23]",-0.367917,0.00351421,0.181812,0.121412,-0.660544,-0.335535,-0.172778,3623.13,2783.15,1.00229
"log_lik[21,2,24]",-0.233101,0.00273045,0.125914,0.106812,-0.461874,-0.210966,-0.0803849,2688.08,2138.67,1.00068
"log_lik[21,2,25]",-1.23446,0.00476151,0.270343,0.196267,-1.67154,-1.21651,-0.764688,3400.42,2713.24,1.0016
"log_lik[21,2,26]",-0.40995,0.00317198,0.167393,0.127351,-0.696955,-0.383335,-0.211848,3680.88,2785.11,1.00208
"log_lik[21,2,27]",-0.315623,0.00395719,0.15592,0.120604,-0.573308,-0.287801,-0.133369,2108.54,1666.02,1.00149
"log_lik[21,2,28]",-1.17071,0.00411473,0.227714,0.143338,-1.53493,-1.15535,-0.759226,3288.65,2674.08,1.00168
"log_lik[21,2,29]",-1.96673,0.00746704,0.464595,0.375098,-2.86049,-1.8796,-1.37761,4068.77,3620.91,1.00114
"log_lik[21,2,30]",-1.30118,0.00325846,0.175785,0.118956,-1.57704,-1.2949,-1.00581,3205.69,2461.85,1.00057
"log_lik[21,3,1]",-0.419848,0.00304507,0.134511,0.137937,-0.650173,-0.411782,-0.214221,2037.23,2020.82,1.00094
"log_lik[21,3,2]",-0.196777,0.00254076,0.106626,0.096962,-0.398037,-0.177227,-0.0625851,2054.16,1783.49,1.00062
"log_lik[21,3,3]",-0.285622,0.0045573,0.176449,0.141971,-0.63525,-0.243356,-0.0856266,2266.45,1311.4,1.00084
"log_lik[21,3,4]",-0.129682,0.00282784,0.103714,0.072481,-0.335089,-0.100347,-0.0253562,2152.77,1162.07,1.00042
"log_lik[21,3,5]",-0.412997,0.00509011,0.235357,0.153898,-0.864803,-0.356061,-0.168647,2637.89,2423.61,1.00011
"log_lik[21,3,6]",-0.178436,0.00243583,0.100771,0.0848078,-0.3691,-0.156411,-0.0565602,2353.26,1577.6,1.00038
"log_lik[21,3,7]",-0.266886,0.00269274,0.128625,0.11146,-0.522287,-0.24038,-0.104276,2561.97,2691.98,1.00038
"log_lik[21,3,8]",-0.350721,0.00460936,0.210774,0.175517,-0.769717,-0.299686,-0.103266,2643.96,2132.04,1.00021
"log_lik[21,3,9]",-0.149178,0.00283306,0.110799,0.0813834,-0.367217,-0.119992,-0.0325433,2351.18,1647.41,1.00028
"log_lik[21,3,10]",-0.0845541,0.00197425,0.0755405,0.0476832,-0.233062,-0.0615055,-0.013745,2333.07,1657.17,1.00035
"log_lik[21,3,11]",-0.138799,0.0022702,0.108049,0.0737218,-0.346413,-0.110358,-0.0302162,2467.28,2835.6,1.00021
"log_lik[21,3,12]",-0.192746,0.00248432,0.12061,0.100252,-0.434233,-0.165269,-0.0530975,2503.15,3210.23,1.00064
"log_lik[21,3,13]",-0.21627,0.0021793,0.109625,0.105896,-0.423419,-0.199333,-0.0692653,2953.36,2543.46,1.00049
"log_lik[21,3,14]",-0.357181,0.00333077,0.170256,0.154692,-0.683501,-0.329063,-0.13735,2758.47,3028.81,1.0003
"log_lik[21,3,15]",-0.295433,0.00263518,0.135304,0.134329,-0.542549,-0.279962,-0.105644,2978.82,2512.94,0.999998
"log_lik[21,3,16]",-0.0995473,0.00145261,0.0671795,0.0543151,-0.228245,-0.0843265,-0.0225338,2587.71,2171.06,1.00014
"log_lik[21,3,17]",-0.049164,0.000946827,0.0429632,0.0299903,-0.132595,-0.0370953,-0.0071885,2489.68,2143.49,1.00042
"log_lik[21,3,18]",-0.107997,0.00167453,0.0797551,0.0600661,-0.257355,-0.0883465,-0.023366,2451.26,3076.96,1.00052
"log_lik[21,3,19]",-1.27638,0.0106331,0.447224,0.468137,-2.07295,-1.25056,-0.597002,1930.55,2441.79,1.00064
"log_lik[21,3,20]",-0.576867,0.0083449,0.316744,0.295152,-1.19266,-0.513872,-0.176645,1806.49,1706.66,1.00066
"log_lik[21,3,21]",-0.290833,0.00586048,0.214204,0.161795,-0.740334,-0.234387,-0.0667556,1903.18,1262.1,1.00052
"log_lik[21,3,22]",-0.41108,0.00864703,0.306828,0.2312,-1.04633,-0.322139,-0.0886615,2074.29,923.435,1.00138
"log_lik[21,3,23]",-0.518385,0.00429367,0.226996,0.220121,-0.928115,-0.50231,-0.176442,2641.79,2841.8,1.00129
"log_lik[21,3,24]",-0.653895,0.00714399,0.37349,0.341117,-1.37014,-0.581048,-0.185365,2308.26,1668.16,1.00097
"log_lik[21,3,25]",-0.23569,0.00299871,0.149724,0.127699,-0.528162,-0.20231,-0.053604,2496.88,3000.42,1.00035
"log_lik[21,3,26]",-1.90588,0.0117364,0.594431,0.591202,-2.98111,-1.85498,-1.02614,2546.82,3242.79,1.00003
"log_lik[21,3,27]",-0.263353,0.00157717,0.0884508,0.0899182,-0.410691,-0.2612,-0.121286,3173.22,3486.08,1.00036
"log_lik[21,3,28]",-0.622617,0.00465079,0.271172,0.20843,-1.17476,-0.560576,-0.307955,2847.08,3387.72,1.00008
"log_lik[21,3,29]",-2.00511,0.00739705,0.369475,0.367351,-2.67649,-1.96204,-1.47272,2240.48,1937.22,1.00065
"log_lik[21,3,30]",-0.171119,0.00167651,0.0854873,0.0752442,-0.335852,-0.154728,-0.0634495,3156.97,2568.39,1.00012
"log_lik[21,4,1]",-0.762358,0.000674941,0.0386112,0.0344971,-0.834547,-0.754908,-0.714267,3541.34,3566.26,1.00071
"log_lik[21,4,2]",-0.24594,0.00212334,0.122613,0.117451,-0.473236,-0.22657,-0.0817405,3558.55,3503.14,1.00068
"log_lik[21,4,3]",-0.0404402,0.000721905,0.0423999,0.0263084,-0.12789,-0.0264481,-0.0028893,4390.38,3523.07,1.00069
"log_lik[21,4,4]",-0.0102773,0.000286378,0.0161808,0.00527528,-0.0420301,-0.004285,-0.000188431,4354.46,3488.04,1.001
"log_lik[21,4,5]",-0.0879556,0.00136696,0.0727769,0.0552006,-0.227493,-0.0685802,-0.0132278,3460.73,2857.78,1.00115
"log_lik[21,4,6]",-0.0167867,0.000380476,0.02228,0.0100672,-0.0603318,-0.00874088,-0.000582801,4547.44,3715.88,1.0012
"log_lik[21,4,7]",-0.13376,0.00131608,0.087716,0.0808216,-0.303439,-0.114638,-0.0269528,4799.33,3440.37,1.00122
"log_lik[21,4,8]",-0.812666,0.00423742,0.232014,0.213728,-1.17061,-0.817974,-0.428671,3217.46,2112.63,1.00147
"log_lik[21,4,9]",-0.150262,0.00159685,0.0950974,0.0855051,-0.330879,-0.130361,-0.0339787,3748.85,2754.1,1.00095
"log_lik[21,4,10]",-0.531631,0.00244398,0.133673,0.133654,-0.777655,-0.520093,-0.331012,3227.06,2195.37,1.00175
"log_lik[21,4,11]",-0.168127,0.00284983,0.121848,0.0938471,-0.384637,-0.140429,-0.0372836,2725.71,1814.59,1.00143
"log_lik[21,4,12]",-0.0266269,0.000512703,0.0304865,0.0170013,-0.0881005,-0.0159332,-0.00148659,4643.51,3573.29,1.00156
"log_lik[21,4,13]",-0.00701868,0.000205363,0.0117774,0.00342805,-0.0287408,-0.00268932,-0.000100986,4654.18,3574.91,1.0015
"log_lik[21,4,14]",-0.00254082,9.62256e-05,0.00550636,0.000846927,-0.0115044,-0.000616847,-1.13698e-05,4549.16,3585.79,1.00157
"log_lik[21,4,15]",-0.00115589,5.25051e-05,0.00303311,0.000258148,-0.00537525,-0.000181391,-1.87867e-06,4412.39,3535.89,1.00157
"log_lik[21,4,16]",-0.0006239,3.26762e-05,0.00191407,9.63214e-05,-0.00285414,-6.63192e-05,-4.05485e-07,4323.88,3480.88,1.00135
"log_lik[21,4,17]",-0.000383326,2.25584e-05,0.00134233,4.12835e-05,-0.00171324,-2.81678e-05,-1.11472e-07,4262.08,3513.86,1.00114
"log_lik[21,4,18]",-0.000259862,1.69379e-05,0.00101653,1.99835e-05,-0.00111661,-1.35812e-05,-3.81431e-08,4239.77,3472.16,1.00095
"log_lik[21,4,19]",-0.000189864,1.34618e-05,0.000812734,1.11122e-05,-0.000806118,-7.53262e-06,-1.47946e-08,4256.86,3465.9,1.00076
"log_lik[21,4,20]",-0.000146915,1.11267e-05,0.000675435,6.72297e-06,-0.000611946,-4.55005e-06,-6.66451e-09,4291.66,3530.97,1.00068
"log_lik[21,4,21]",-0.000118848,9.47005e-06,0.000577657,4.34666e-06,-0.000485464,-2.93957e-06,-3.23938e-09,4353.19,3481.26,1.00071
"log_lik[21,4,22]",-9.95548e-05,8.24743e-06,0.000505178,3.007e-06,-0.000397278,-2.03242e-06,-1.71703e-09,4429.05,3480.45,1.00072
"log_lik[21,4,23]",-8.57381e-05,7.33471e-06,0.000449892,2.20167e-06,-0.000331931,-1.48754e-06,-9.98656e-10,4512.68,3423.87,1.00062
"log_lik[21,4,24]",-7.55061e-05,6.61825e-06,0.000406841,1.69575e-06,-0.000289912,-1.14548e-06,-6.27848e-10,4608.52,3455.06,1.00057
"log_lik[21,4,25]",-6.77154e-05,6.05321e-06,0.0003728,1.35326e-06,-0.000251138,-9.13972e-07,-4.24608e-10,4699.21,3420.58,1.00062
