,Mean,MCSE,StdDev,MAD,5%,50%,95%,ESS_bulk,ESS_tail,R_hat
lp__,-1904.21,0.625519,17.2317,17.2426,-1932.24,-1904.07,-1876.49,775.495,1501.79,1.0035
mu_latent_lr_reward[1],-0.564246,0.00867242,0.208517,0.209507,-0.88603,-0.571248,-0.215591,580.814,1405.3,1.00328
mu_latent_lr_reward[2],-0.84916,0.00535719,0.150969,0.146579,-1.09456,-0.848419,-0.603879,810.83,1518.92,1.00314
sigma_latent_lr_reward[1],0.964192,0.00472552,0.182779,0.175882,0.69802,0.943912,1.28656,1494.7,2200.39,1.00087
sigma_latent_lr_reward[2],0.726245,0.00389479,0.135634,0.131599,0.52808,0.71211,0.960786,1221.42,1823.89,1.0036
mu_latent_lr_action[1],-2.42144,0.0247452,0.442732,0.475025,-3.16812,-2.39518,-1.74507,328.114,1290.13,1.0091
mu_latent_lr_action[2],-1.80061,0.0317712,0.610372,0.565693,-2.69814,-1.84578,-0.694073,357.307,709.942,1.00269
sigma_latent_lr_action[1],0.622093,0.0168051,0.341308,0.344468,0.0952317,0.59706,1.22328,391.574,979.41,1.00185
sigma_latent_lr_action[2],1.01269,0.017898,0.454241,0.412503,0.389139,0.949396,1.83421,618.562,1051.36,1.0067
mu_latent_weight_for_A[1],-0.79756,0.0454784,0.737056,0.816031,-2.01388,-0.784878,0.357012,270.526,710.201,1.00893
mu_latent_weight_for_A[2],-1.13282,0.0256274,0.52833,0.546257,-1.98186,-1.14101,-0.249572,425.565,516.907,1.00147
sigma_latent_weight_for_A[1],0.985491,0.0271156,0.514367,0.542895,0.152795,0.985553,1.85244,349.474,538.622,1.00371
sigma_latent_weight_for_A[2],0.979696,0.0138426,0.363613,0.345676,0.397926,0.965755,1.60369,663.425,689.169,1.00073
mu_latent_beta[1],3.16546,0.0140692,0.327949,0.308321,2.65941,3.13803,3.7431,565.298,1301.78,1.00633
mu_latent_beta[2],2.93684,0.00992089,0.229901,0.217171,2.56926,2.93247,3.32626,554.151,1079.57,1.00089
sigma_latent_beta[1],1.23093,0.00873619,0.240957,0.232583,0.853545,1.21925,1.64943,745.439,1260.33,1.0006
sigma_latent_beta[2],1.03167,0.00487756,0.176361,0.166555,0.766198,1.02082,1.33583,1289.4,1917.38,1.00072
"latent_lr_reward[1,1]",-0.0743658,0.0291394,0.859089,0.498761,-1.03147,-0.316034,1.91303,1078.56,2716.98,1.00309
"latent_lr_reward[1,2]",1.05275,0.0112829,0.627642,0.603276,0.0535246,1.05298,2.0996,3101.88,2391.34,1.00108
"latent_lr_reward[2,1]",-0.37844,0.0111582,0.589702,0.578121,-1.27575,-0.428397,0.651205,2779.44,2932.41,1.00026
"latent_lr_reward[2,2]",-0.909539,0.00891083,0.409726,0.403047,-1.59997,-0.898424,-0.249747,2132.69,2484.13,1.00082
"latent_lr_reward[3,1]",-0.612535,0.00931659,0.453216,0.43201,-1.32872,-0.614908,0.110822,2403.88,2479.28,1.00048
"latent_lr_reward[3,2]",-0.541714,0.0085879,0.438308,0.430019,-1.30345,-0.521438,0.139331,2624.4,2638.33,1.00125
"latent_lr_reward[4,1]",-1.07907,0.0177026,0.803603,0.700567,-2.31882,-1.10998,0.42033,2156.85,1949.94,1.00256
"latent_lr_reward[4,2]",-1.05886,0.0129555,0.636948,0.624004,-2.03979,-1.08166,0.0206063,2445.2,2821.64,1.00005
"latent_lr_reward[5,1]",-0.580352,0.011793,0.453473,0.392885,-1.22981,-0.637091,0.274103,1455.58,2421.61,1.00082
"latent_lr_reward[5,2]",-0.605587,0.00832863,0.392796,0.379168,-1.27754,-0.581732,0.012899,2223.5,2703.73,1.00166
"latent_lr_reward[6,1]",-0.684314,0.00899631,0.307154,0.287896,-1.23272,-0.656456,-0.225175,1174.48,2170.41,1.00116
"latent_lr_reward[6,2]",-0.572962,0.0106449,0.492693,0.478283,-1.37627,-0.576226,0.252136,2149.49,2390.35,1.00169
"latent_lr_reward[7,1]",0.546731,0.012675,0.718364,0.760505,-0.54978,0.497136,1.79248,3289.21,2943.98,1.00088
"latent_lr_reward[7,2]",-0.649981,0.00898573,0.389704,0.369359,-1.32651,-0.621614,-0.0544155,1892.27,2364.22,1.00081
"latent_lr_reward[8,1]",-0.508345,0.00877211,0.329337,0.315625,-1.05395,-0.498267,0.0123393,1401.11,2423.97,1.00108
"latent_lr_reward[8,2]",-0.641287,0.00858643,0.334327,0.319769,-1.21776,-0.626309,-0.116004,1534.08,2447.53,1.00124
"latent_lr_reward[9,1]",-0.458075,0.0138886,0.680157,0.532628,-1.45962,-0.504107,0.77004,2394.06,2476.17,1.00001
"latent_lr_reward[9,2]",0.314823,0.00866677,0.418001,0.399214,-0.355513,0.30895,0.995623,2362.17,2655.21,1.00116
"latent_lr_reward[10,1]",-0.266386,0.0129558,0.662689,0.59115,-1.23014,-0.333882,0.950003,2673.8,2775.73,1.00032
"latent_lr_reward[10,2]",-0.999177,0.00910868,0.526384,0.503656,-1.84205,-0.999863,-0.156288,3462.19,2864.37,1.00179
"latent_lr_reward[11,1]",0.432046,0.0107605,0.593508,0.548487,-0.463318,0.402662,1.43142,3209.84,2617.06,1.00273
"latent_lr_reward[11,2]",0.779368,0.00921458,0.53572,0.499757,-0.112376,0.773009,1.65454,3527.36,2021.12,1.00019
"latent_lr_reward[12,1]",-0.280887,0.0156994,0.674253,0.587864,-1.35243,-0.330981,0.893121,1830.98,1830.69,1.00092
"latent_lr_reward[12,2]",-1.22972,0.0106758,0.524752,0.501385,-2.06946,-1.22907,-0.393659,2510.37,2577.73,1.00127
"latent_lr_reward[13,1]",-0.22261,0.0134693,0.623807,0.521004,-1.10139,-0.283488,0.975057,2336.47,2342.49,1.00236
"latent_lr_reward[13,2]",-0.918439,0.00951737,0.393108,0.381516,-1.58139,-0.905634,-0.296453,1774.39,2586.62,1.00158
"latent_lr_reward[14,1]",0.936018,0.00991698,0.463331,0.451633,0.23092,0.910421,1.73992,2190.05,2548.52,1.00025
"latent_lr_reward[14,2]",1.06087,0.0265392,1.2212,1.13027,-1.26926,1.26477,2.82349,2601.32,2125.63,1.00146
"latent_lr_reward[15,1]",-1.27365,0.0129077,0.41654,0.355565,-1.91416,-1.27634,-0.667071,1255.03,1488.07,1.00219
"latent_lr_reward[15,2]",-1.27882,0.00943161,0.395255,0.37919,-1.95554,-1.26371,-0.644883,1781.47,2823.31,1.0007
"latent_lr_reward[16,1]",0.225327,0.0137068,0.803312,0.734355,-1.14358,0.233097,1.49797,3737.23,2023.99,1.00291
"latent_lr_reward[16,2]",-0.529416,0.0110166,0.594542,0.589682,-1.54917,-0.506887,0.426189,2996.65,2516.63,1.00025
"latent_lr_reward[17,1]",-0.362362,0.0110303,0.343752,0.265506,-0.827419,-0.386057,0.130157,1101.49,1185.32,1.00379
"latent_lr_reward[17,2]",0.441247,0.0093347,0.395736,0.36773,-0.195798,0.445334,1.0753,1883.97,2037.49,1.00169
"latent_lr_reward[18,1]",1.14075,0.00970787,0.530479,0.500941,0.358007,1.10213,2.08927,3139.52,2589.96,1.00055
"latent_lr_reward[18,2]",0.815808,0.00896606,0.460097,0.443558,0.0910479,0.797608,1.59415,2705.34,2305.79,1.00323
"latent_lr_reward[19,1]",1.46182,0.00988987,0.596012,0.576316,0.555735,1.42929,2.499,3676.66,2991.97,1.00333
"latent_lr_reward[19,2]",0.79111,0.0223393,1.06622,1.05851,-1.18976,0.934616,2.32947,2863.11,2070.63,1.00181
"latent_lr_reward[20,1]",1.20138,0.0100881,0.585563,0.57816,0.322766,1.1646,2.25161,3535.57,3062.93,1.00221
"latent_lr_reward[20,2]",0.393805,0.00813822,0.341902,0.311878,-0.14221,0.378846,0.968842,1784.78,2511.27,1.00143
"latent_lr_reward[21,1]",-0.323394,0.0117427,0.380036,0.288015,-0.826738,-0.360269,0.268181,1092.2,1334.84,1.00316
"latent_lr_reward[21,2]",0.503541,0.0188798,0.806111,0.694069,-1.06442,0.573664,1.66412,2316.5,1135.84,1.00124
"latent_lr_reward[22,1]",-0.183809,0.0128124,0.631024,0.539102,-1.06595,-0.262191,1.00887,2383.42,2534.3,1.00111
"latent_lr_reward[22,2]",0.611836,0.00856456,0.354455,0.329914,0.0396192,0.607255,1.1967,1727.27,2460.41,1.00107
"latent_lr_reward[23,1]",-0.301315,0.010388,0.541678,0.532782,-1.17372,-0.301757,0.598895,2723.19,2268.27,0.999757
"latent_lr_reward[23,2]",0.215865,0.00728336,0.338421,0.327745,-0.338869,0.22035,0.770605,2171.73,3099.86,1.00021
"latent_lr_reward[24,1]",0.635839,0.00953083,0.413196,0.396799,-0.0124254,0.620327,1.32996,1934.38,2439.3,1.0009
"latent_lr_reward[24,2]",0.496795,0.00885139,0.386794,0.358043,-0.134221,0.491362,1.12948,1946.63,2278.58,1.00049
"latent_lr_reward[25,1]",1.26452,0.0104522,0.542199,0.512141,0.438216,1.231,2.21401,2824.32,2230.39,1.00028
"latent_lr_reward[25,2]",-0.0506746,0.0106953,0.557624,0.566185,-0.990389,-0.0291745,0.812796,2801.93,2637.59,1.00031
"latent_lr_reward[26,1]",-0.205788,0.00970314,0.258396,0.254456,-0.625923,-0.198064,0.217391,722.114,1655.56,1.00329
"latent_lr_reward[26,2]",0.654071,0.00882865,0.369893,0.355665,0.0811012,0.644107,1.28117,1771.28,2245.75,1.0015
"latent_lr_reward[27,1]",2.19529,0.0102507,0.610459,0.59387,1.23479,2.17333,3.25555,3657.98,2944.01,1.00213
"latent_lr_reward[27,2]",2.55904,0.0122606,0.595295,0.594626,1.63522,2.52894,3.61162,2436.48,2855.94,1.002
"latent_lr_reward[28,1]",0.64604,0.0108568,0.386661,0.359069,0.0815035,0.613228,1.3269,1262.27,2082.81,1.00087
"latent_lr_reward[28,2]",-0.397749,0.00853067,0.332938,0.330171,-0.955985,-0.392094,0.126325,1559.18,2219.14,1.00111
"latent_lr_reward[29,1]",-1.33948,0.00934507,0.400504,0.395276,-2.02281,-1.3251,-0.707523,1854.17,2309.25,1.00197
"latent_lr_reward[29,2]",-0.2639,0.0119714,0.506469,0.536808,-1.08942,-0.273304,0.576378,1831.28,2764.15,1.00053
"latent_lr_reward[30,1]",-0.730871,0.0208111,0.478325,0.351739,-1.34398,-0.772134,-0.0989891,984.635,529.292,1.00293
"latent_lr_reward[30,2]",0.654663,0.00833877,0.335457,0.327851,0.128076,0.644198,1.22512,1657.43,2363.74,1.00294
"latent_lr_reward[31,1]",-0.302645,0.00860243,0.248092,0.238828,-0.711975,-0.301217,0.101823,831.715,1627.19,1.00307
"latent_lr_reward[31,2]",-0.0188634,0.00821691,0.360292,0.339676,-0.59118,-0.01737,0.552741,2031.71,2054.87,1.0015
"latent_lr_reward[32,1]",-0.415718,0.00960202,0.30145,0.292006,-0.898281,-0.417678,0.0599882,1004.87,1745.07,1.00272
"latent_lr_reward[32,2]",-0.330188,0.0106834,0.593286,0.571973,-1.31446,-0.332465,0.639245,3085.23,2721.84,1.00098
"latent_lr_reward[33,1]",0.80098,0.0104661,0.617753,0.577475,-0.129948,0.752771,1.87421,3637.66,3035.23,1.00178
"latent_lr_reward[33,2]",-0.645037,0.0099955,0.53091,0.51074,-1.50965,-0.63138,0.187916,2867.65,2140.3,1.00059
"latent_lr_reward[34,1]",0.628853,0.0113311,0.576827,0.522445,-0.448185,0.675356,1.49488,2772.13,2215.64,1.00141
"latent_lr_reward[34,2]",0.381145,0.0207165,0.858107,0.873977,-0.87849,0.277208,1.88692,1737.3,2414.47,1.00069
"latent_lr_reward[35,1]",-1.01467,0.0089383,0.36083,0.352882,-1.64515,-0.993003,-0.461867,1674.7,2829.91,1.00093
"latent_lr_reward[35,2]",0.2476,0.00913033,0.4553,0.434695,-0.498618,0.259785,0.987444,2571.27,2604.74,1.00067
"latent_lr_reward[36,1]",-0.553693,0.0262574,1.3078,1.42614,-2.44258,-0.704012,1.72107,2574.42,3058.64,1.00156
"latent_lr_reward[36,2]",-0.969781,0.0205151,1.09998,1.03687,-2.50899,-1.14167,1.10425,2978.05,2782.54,1.00125
"latent_lr_action[1,1]",-0.0934154,0.0158524,0.881776,0.915792,-1.60518,-0.0526532,1.23337,3243.74,2670.76,1.00016
"latent_lr_action[1,2]",0.127111,0.0182616,0.858663,0.796771,-1.37881,0.163914,1.46524,2196.33,2279.2,1.00132
"latent_lr_action[2,1]",0.526542,0.0185378,0.854401,0.806843,-1.03124,0.61875,1.77571,2213.3,2669.75,0.999959
"latent_lr_action[2,2]",-0.383551,0.0135771,0.884748,0.836645,-1.80099,-0.397596,1.12732,4328.65,3179.23,1.00075
"latent_lr_action[3,1]",0.424301,0.0187925,0.910385,0.856201,-1.26586,0.529486,1.7627,2502.21,2955.65,1.0006
"latent_lr_action[3,2]",0.437566,0.020178,0.731267,0.672439,-0.780486,0.454732,1.57279,1256.75,2008.64,1.00036
"latent_lr_action[4,1]",1.0015,0.0240998,0.749012,0.674865,-0.353951,1.06276,2.08496,1068.43,1443.72,1.00087
"latent_lr_action[4,2]",-0.256666,0.0286642,0.627452,0.63858,-1.33028,-0.23324,0.731108,472.06,809.155,1.00132
"latent_lr_action[5,1]",-0.183216,0.0155624,0.864027,0.8666,-1.69842,-0.14049,1.13802,3140.34,3012.68,1.002
"latent_lr_action[5,2]",-0.403471,0.016486,0.988503,0.961181,-1.9454,-0.467615,1.32741,3777.1,3237.58,1.00045
"latent_lr_action[6,1]",-0.30137,0.0175812,0.9219,0.900978,-1.81,-0.288855,1.19712,2839.73,2624.92,1.00203
"latent_lr_action[6,2]",0.521568,0.0240607,0.70818,0.676544,-0.66491,0.544607,1.65016,849.188,1749.44,1.00042
"latent_lr_action[7,1]",-0.205838,0.0141902,0.911975,0.879761,-1.70843,-0.185585,1.24231,4161.08,3240.52,1.00217
"latent_lr_action[7,2]",-0.14346,0.0138566,0.859468,0.798093,-1.59869,-0.144439,1.23471,3844.81,2901.59,0.999463
"latent_lr_action[8,1]",-0.439342,0.0204377,0.93129,0.877089,-1.93411,-0.461132,1.14146,2249.26,2578.47,1.0008
"latent_lr_action[8,2]",-0.466953,0.0141355,0.942309,0.892483,-1.96088,-0.503786,1.15651,4460.75,2891.93,1.0003
"latent_lr_action[9,1]",0.569325,0.0225737,1.01078,1.03243,-1.23571,0.67386,2.05586,2070.21,2972.84,0.999818
"latent_lr_action[9,2]",-0.229703,0.0141152,0.840481,0.810915,-1.64562,-0.226521,1.15917,3566.88,2932.0,1.00053
"latent_lr_action[10,1]",0.765823,0.0238597,0.955963,0.936,-1.03078,0.872317,2.15193,1732.23,3097.23,1.0016
"latent_lr_action[10,2]",-0.224085,0.0128569,0.888179,0.827545,-1.63981,-0.2328,1.25479,4793.1,2967.31,1.00196
"latent_lr_action[11,1]",-0.207745,0.014301,0.91884,0.877902,-1.70647,-0.194899,1.29772,4321.71,2576.54,1.00106
"latent_lr_action[11,2]",0.871479,0.0393468,1.13393,1.02763,-1.25366,1.05,2.44819,888.265,2019.9,1.00423
"latent_lr_action[12,1]",0.490996,0.0196531,0.843758,0.773803,-1.00991,0.581103,1.71718,1925.41,2349.84,1.00183
"latent_lr_action[12,2]",-0.213507,0.015975,0.794693,0.72793,-1.50457,-0.213222,1.10031,2419.44,2991.82,1.00069
"latent_lr_action[13,1]",-0.00688786,0.0140642,0.967551,0.996062,-1.65904,0.0186214,1.49315,4751.09,3026.1,1.00225
"latent_lr_action[13,2]",-0.305612,0.0127937,0.812422,0.754618,-1.65037,-0.293175,0.983495,3994.05,2791.12,1.00007
"latent_lr_action[14,1]",-0.423723,0.0197651,0.950226,0.892602,-1.93996,-0.432192,1.1917,2420.21,2159.07,1.00074
"latent_lr_action[14,2]",0.409045,0.045592,1.29821,1.52315,-1.59947,0.353718,2.49614,954.401,2656.9,1.00421
"latent_lr_action[15,1]",-0.210628,0.0132502,0.850092,0.857233,-1.67753,-0.175762,1.11216,4200.34,2845.3,1.00044
"latent_lr_action[15,2]",-0.444644,0.0194895,0.984654,0.960072,-1.9116,-0.546829,1.2921,2717.44,2482.02,1.00067
"latent_lr_action[16,1]",-0.297585,0.0144197,0.925497,0.894497,-1.84354,-0.308072,1.26349,4152.95,2618.98,1.00084
"latent_lr_action[16,2]",-0.334893,0.012936,0.948067,0.942532,-1.84758,-0.353621,1.25853,5421.18,2956.64,1.00038
"latent_lr_action[17,1]",-0.303036,0.0134624,0.874004,0.852533,-1.75982,-0.295793,1.13775,4237.75,3097.03,1.00175
"latent_lr_action[17,2]",-0.2095,0.0145195,1.00143,0.971037,-1.84066,-0.219817,1.50179,4944.28,3351.75,0.999871
"latent_lr_action[18,1]",-0.232567,0.0159541,0.925587,0.897912,-1.72561,-0.209888,1.26945,3372.47,2746.31,1.00012
"latent_lr_action[18,2]",-0.228536,0.0165967,0.987967,0.955293,-1.78362,-0.268491,1.49103,3655.24,2704.29,1.0005
"latent_lr_action[19,1]",-0.276164,0.0147167,0.94184,0.925277,-1.78227,-0.280402,1.29531,4160.47,2496.51,1.00009
"latent_lr_action[19,2]",-0.0982125,0.0145835,1.02359,0.988174,-1.80367,-0.115942,1.62093,5021.35,2360.92,1.0023
"latent_lr_action[20,1]",-0.239657,0.0165407,0.927059,0.844906,-1.73579,-0.262487,1.36972,3363.28,3042.98,1.00119
"latent_lr_action[20,2]",-0.140177,0.0140789,0.942802,0.902096,-1.73607,-0.128572,1.46071,4542.42,3193.89,1.00033
"latent_lr_action[21,1]",0.0036596,0.0161292,0.97561,1.00975,-1.59321,0.0194101,1.56124,3812.88,2986.3,1.00211
"latent_lr_action[21,2]",1.09829,0.0312435,0.753802,0.743171,-0.0971943,1.08202,2.35913,570.89,1296.78,1.00311
"latent_lr_action[22,1]",0.839798,0.0244403,0.837728,0.757801,-0.704635,0.91556,2.06797,1305.01,1973.18,1.00075
"latent_lr_action[22,2]",0.24663,0.0150991,1.01169,1.01034,-1.44788,0.255748,1.8575,4545.75,2992.63,1.00066
"latent_lr_action[23,1]",-0.0190433,0.0122097,0.934099,0.911203,-1.63208,0.0128195,1.46068,5970.19,3215.47,1.00109
"latent_lr_action[23,2]",-0.328218,0.0132337,0.907856,0.882642,-1.82681,-0.330902,1.20838,4778.65,3114.19,1.00214
"latent_lr_action[24,1]",-0.125226,0.0134401,0.897811,0.856479,-1.68903,-0.0812746,1.26583,4536.62,2650.6,1.00101
"latent_lr_action[24,2]",-0.0662121,0.0131156,0.960755,0.957181,-1.65354,-0.0450417,1.51285,5419.86,2953.06,1.00081
"latent_lr_action[25,1]",-0.291819,0.0185198,0.921085,0.91239,-1.81437,-0.287668,1.23021,2523.1,2816.25,1.00027
"latent_lr_action[25,2]",-0.000775358,0.0139886,0.982089,0.953267,-1.64322,0.0169207,1.57422,4957.69,3360.7,0.99928
"latent_lr_action[26,1]",-0.240146,0.0153106,0.928783,0.914056,-1.74751,-0.246925,1.30551,3717.06,2920.85,1.00058
"latent_lr_action[26,2]",-0.278137,0.0138957,0.973388,0.930275,-1.88231,-0.307752,1.39956,5023.82,2504.89,1.00135
"latent_lr_action[27,1]",-0.381818,0.0167395,0.898115,0.861089,-1.873,-0.376123,1.09377,2967.26,1999.88,1.00068
"latent_lr_action[27,2]",0.217963,0.0420301,1.27647,1.4068,-1.77513,0.0890787,2.29284,1030.43,2575.2,1.0046
"latent_lr_action[28,1]",-0.502192,0.0242348,0.95673,0.898079,-2.01589,-0.550588,1.19399,1688.12,2443.32,1.0013
"latent_lr_action[28,2]",0.0507389,0.0134522,0.8863,0.845519,-1.48477,0.094818,1.44385,4387.23,3334.5,1.00145
"latent_lr_action[29,1]",0.0435874,0.0206864,0.728905,0.664819,-1.26915,0.129159,1.12266,1370.41,2312.1,1.00174
"latent_lr_action[29,2]",-0.0213358,0.0215112,0.751421,0.685816,-1.27893,0.0206884,1.14346,1201.23,2521.19,1.00331
"latent_lr_action[30,1]",-0.471257,0.0249747,0.943101,0.905126,-2.00689,-0.513049,1.153,1476.29,2493.96,1.0035
"latent_lr_action[30,2]",-0.145863,0.0127607,0.928826,0.89075,-1.67336,-0.141672,1.42373,5480.22,2696.22,1.00052
"latent_lr_action[31,1]",-0.151372,0.0155508,0.99442,0.946696,-1.73916,-0.170377,1.5744,4232.98,2738.17,1.00125
"latent_lr_action[31,2]",-0.162446,0.0152134,0.98689,0.99179,-1.7743,-0.159327,1.45363,4290.06,3155.29,1.00037
"latent_lr_action[32,1]",-0.251229,0.0167728,0.962853,0.920933,-1.85522,-0.25058,1.35436,3382.33,3086.48,1.00218
"latent_lr_action[32,2]",-0.229185,0.0147475,0.958142,0.948504,-1.72246,-0.236642,1.401,4269.67,2820.51,1.0004
"latent_lr_action[33,1]",0.365765,0.0171852,0.872827,0.820012,-1.15345,0.411204,1.71785,2528.06,3304.86,1.00084
"latent_lr_action[33,2]",-0.273059,0.0181122,1.04159,1.04977,-1.9243,-0.328232,1.50788,3367.84,2742.2,1.00087
"latent_lr_action[34,1]",-0.0456787,0.0167981,0.886622,0.83523,-1.57401,0.0391196,1.27379,2773.19,2546.35,1.00135
"latent_lr_action[34,2]",0.11962,0.0221288,0.72472,0.683725,-1.11816,0.149114,1.25362,1026.61,2720.42,1.0005
"latent_lr_action[35,1]",-0.349287,0.0152811,0.907059,0.872139,-1.82566,-0.340351,1.15949,3573.96,2534.19,1.00301
"latent_lr_action[35,2]",0.078075,0.0204017,1.06103,1.12789,-1.70246,0.0967334,1.74818,2849.59,2963.63,1.00054
"latent_lr_action[36,1]",-0.393007,0.0165543,0.938319,0.873346,-1.87928,-0.42927,1.1873,3366.59,2273.41,1.00055
"latent_lr_action[36,2]",-0.321101,0.0140839,0.930458,0.914733,-1.76775,-0.334595,1.28946,4403.39,3054.99,1.00128
"latent_weight_for_A[1,1]",0.228072,0.0302978,1.05591,1.14294,-1.48324,0.203386,1.89562,1223.64,1659.33,1.00384
"latent_weight_for_A[1,2]",0.49157,0.0230631,0.9828,0.968392,-1.28065,0.585989,1.96647,1873.32,2496.58,1.0026
"latent_weight_for_A[2,1]",0.313369,0.0170136,0.865062,0.815772,-1.19207,0.403362,1.57336,2640.05,2725.09,1.00081
"latent_weight_for_A[2,2]",-0.521524,0.0138303,0.836341,0.839962,-1.89868,-0.504279,0.838056,3723.69,2784.41,1.00055
"latent_weight_for_A[3,1]",0.1414,0.0190407,0.860553,0.87092,-1.3538,0.225507,1.42301,2229.98,3193.48,1.00059
"latent_weight_for_A[3,2]",0.329521,0.0180941,0.685396,0.60881,-0.906659,0.386612,1.33553,1526.28,1864.58,1.00148
"latent_weight_for_A[4,1]",1.18108,0.0320167,0.902133,0.845622,-0.38207,1.24775,2.50154,833.749,1789.22,1.004
"latent_weight_for_A[4,2]",1.35437,0.0217173,0.700576,0.666154,0.199673,1.37098,2.47988,1122.22,1148.5,1.00057
"latent_weight_for_A[5,1]",-0.021482,0.0217238,0.990956,1.05344,-1.63661,-0.00411295,1.54789,2143.48,2857.28,1.00151
"latent_weight_for_A[5,2]",-0.726171,0.012662,0.821312,0.783636,-2.06613,-0.717812,0.604164,4246.68,2877.2,1.0018
"latent_weight_for_A[6,1]",-0.444583,0.0142488,0.868238,0.846115,-1.91569,-0.444022,0.945969,3830.29,2619.8,1.00008
"latent_weight_for_A[6,2]",0.404736,0.0189316,0.722136,0.676201,-0.884031,0.464233,1.49549,1512.53,2341.68,1.00035
"latent_weight_for_A[7,1]",-0.30506,0.0136028,0.909615,0.896459,-1.85064,-0.266038,1.10237,4549.08,3013.34,1.00059
"latent_weight_for_A[7,2]",-0.243453,0.0155711,0.881201,0.864113,-1.74131,-0.218064,1.15059,3287.64,3107.52,1.0025
"latent_weight_for_A[8,1]",-0.468507,0.0182079,0.876409,0.827952,-1.94218,-0.460295,0.970004,2380.05,2185.13,1.00073
"latent_weight_for_A[8,2]",-0.684079,0.0131387,0.854933,0.782621,-2.11349,-0.678739,0.701011,4327.31,2602.82,1.0009
"latent_weight_for_A[9,1]",0.29913,0.018146,1.02859,1.04042,-1.44241,0.326657,1.95062,3284.2,2946.09,1.00129
"latent_weight_for_A[9,2]",-0.019291,0.0173017,0.965112,0.986408,-1.65249,-0.000301898,1.48396,3205.46,3064.42,1.00005
"latent_weight_for_A[10,1]",0.381047,0.0200775,0.89658,0.841438,-1.21829,0.464762,1.70061,1934.67,2720.52,1.00185
"latent_weight_for_A[10,2]",-0.179093,0.0129614,0.875127,0.871812,-1.6512,-0.16416,1.20973,4608.93,2904.22,1.00015
"latent_weight_for_A[11,1]",-0.116148,0.0151194,0.919274,0.92255,-1.62363,-0.11587,1.35974,3710.55,3136.01,1.00184
"latent_weight_for_A[11,2]",0.387579,0.0221215,0.78909,0.69707,-1.13866,0.503472,1.48263,1266.51,2637.66,1.0018
"latent_weight_for_A[12,1]",0.941075,0.0273173,0.9462,0.840729,-0.821892,1.07768,2.28649,1275.56,2594.84,1.00041
"latent_weight_for_A[12,2]",-0.000365028,0.0152595,0.903061,0.900901,-1.53261,0.0267619,1.41622,3507.17,2710.67,1.00052
"latent_weight_for_A[13,1]",-0.180052,0.0150523,0.922963,0.93289,-1.74979,-0.164257,1.33729,3769.85,1826.75,1.00027
"latent_weight_for_A[13,2]",-0.450234,0.0136954,0.826508,0.805764,-1.84337,-0.429956,0.881057,3775.73,2601.22,0.99968
"latent_weight_for_A[14,1]",-0.209269,0.0238872,0.967944,0.958018,-1.82163,-0.193028,1.33853,1659.9,1928.58,1.0029
"latent_weight_for_A[14,2]",0.523732,0.0208267,0.969374,0.907505,-1.27458,0.632588,1.95184,2248.59,2387.03,1.00178
"latent_weight_for_A[15,1]",-0.329741,0.0161028,0.915879,0.895567,-1.85279,-0.332603,1.18571,3291.79,2051.41,0.999911
"latent_weight_for_A[15,2]",-0.845544,0.0122464,0.783492,0.735917,-2.15117,-0.851476,0.438168,4174.36,2214.86,1.00066
"latent_weight_for_A[16,1]",0.0541318,0.0189209,0.971855,0.991989,-1.58288,0.0781656,1.6309,2623.56,3085.04,1.00062
"latent_weight_for_A[16,2]",-0.349712,0.0132534,0.902713,0.912736,-1.83493,-0.33692,1.14403,4707.52,2879.73,1.00032
"latent_weight_for_A[17,1]",-0.327962,0.0167117,0.90209,0.884664,-1.81745,-0.320044,1.12917,2934.27,2231.33,1.00065
"latent_weight_for_A[17,2]",-0.357612,0.0145165,0.856163,0.816093,-1.8092,-0.323289,0.996182,3506.04,2868.98,1.00063
"latent_weight_for_A[18,1]",-0.0759167,0.0149437,0.899404,0.875514,-1.64665,-0.0362205,1.33654,3527.62,2064.62,1.00005
"latent_weight_for_A[18,2]",0.0164071,0.0190685,0.958589,0.944295,-1.58721,0.0401756,1.58817,2493.59,2129.76,1.00113
"latent_weight_for_A[19,1]",0.0284348,0.0194277,0.928723,0.923081,-1.50702,0.0637527,1.51198,2237.18,1919.81,1.00123
"latent_weight_for_A[19,2]",0.162002,0.0173484,1.00611,1.01229,-1.59239,0.206753,1.73129,3367.88,2758.05,1.00066
"latent_weight_for_A[20,1]",-0.327731,0.0150882,0.877131,0.878392,-1.78346,-0.315951,1.0784,3421.9,2205.22,1.00215
"latent_weight_for_A[20,2]",-0.147604,0.016455,0.915529,0.934472,-1.65023,-0.136868,1.32763,3116.68,2606.89,1.00073
"latent_weight_for_A[21,1]",-0.26239,0.0146452,0.872277,0.865308,-1.72383,-0.250607,1.13085,3586.18,2882.16,1.00038
"latent_weight_for_A[21,2]",1.22462,0.0197164,0.638841,0.596374,0.12624,1.2523,2.20361,1122.98,1945.04,1.00266
"latent_weight_for_A[22,1]",0.57714,0.0216487,0.863619,0.833034,-0.945296,0.660815,1.86,1695.76,2756.47,1.00127
"latent_weight_for_A[22,2]",-0.0477694,0.016176,0.796541,0.720826,-1.47951,0.0247812,1.15744,2478.28,2632.69,1.00222
